retriever,k,qpp_method,window_size,alpha,r,p1(r),tau,p1(tau),num_of_queries,with_0shot_posterior
mt5,3,spatial,2,0.0,0.29028468783742045,0.003922970004373423,0.18084192439862545,0.008684754281086702,97,False
mt5,3,spatial,2,0.0,0.2653542998662442,0.008618538984371022,0.202319587628866,0.003325969220576063,97,True
mt5,3,a_ratio,2,0.0,0.09803737257445762,0.3394043292597756,-0.013316151202749144,0.846776975027774,97,False
mt5,3,a_ratio,2,0.0,0.14969969433654243,0.14332557850539354,0.036512027491408944,0.5962292897960457,97,True
mt5,3,nqc,2,0.0,0.15442839842392095,0.13096637688415508,-0.07946735395189004,0.2488442983857856,97,False
mt5,3,nqc,2,0.0,0.15472678452241706,0.13021468015154908,-0.0734536082474227,0.28647120739097054,97,True
mt5,3,bertQPP,2,0.0,0.20736116382374886,0.04154956735525624,0.16838487972508595,0.01454739544260673,97,False
mt5,3,bertQPP,2,0.0,0.2602621018336307,0.010036014791193022,0.21434707903780073,0.0018682268943729797,97,True
mt5,3,bertQPP(QV),2,0.0,0.14256088694332977,0.16362395549528733,0.11984536082474227,0.08201867152410211,97,False
mt5,3,bertQPP(QV),2,0.0,0.21073202770654537,0.03827554609004511,0.17353951890034366,0.011793812186781842,97,True
mt5,3,spatial,2,0.05,0.29778467607803705,0.0030531699597000075,0.18427835051546396,0.0074933028749945285,97,False
mt5,3,spatial,2,0.05,0.2656090692226506,0.00855249597790265,0.2014604810996564,0.0034621026042757834,97,True
mt5,3,a_ratio,2,0.05,0.09851269592407678,0.3370565343147351,-0.014175257731958766,0.8370260449777805,97,False
mt5,3,a_ratio,2,0.05,0.15021958661855928,0.1419251768557231,0.038659793814433,0.5747994088567128,97,True
mt5,3,nqc,2,0.05,0.1932034156629405,0.05795062139418995,0.11855670103092786,0.08536128644887009,97,False
mt5,3,nqc,2,0.05,0.20409286364073365,0.044943561452211185,0.1439003436426117,0.036783724578164194,97,True
mt5,3,bertQPP,2,0.05,0.21286248124145848,0.036319788834401415,0.16967353951890035,0.013810511589466142,97,False
mt5,3,bertQPP,2,0.05,0.26534100626488893,0.00862199732128523,0.2173539518900344,0.0016102081655090619,97,True
mt5,3,bertQPP(QV),2,0.05,0.14855809149581647,0.1464372136850073,0.12800687285223372,0.06323660544752113,97,False
mt5,3,bertQPP(QV),2,0.05,0.21703259013058915,0.032733671308132185,0.18728522336769762,0.006573343269072617,97,True
mt5,3,spatial,2,0.1,0.3043431215944833,0.0024389405617509705,0.19329896907216498,0.0050318722795436996,97,False
mt5,3,spatial,2,0.1,0.2658864299321227,0.008481103295125948,0.2018900343642612,0.0033934144348203364,97,True
