qid,query,qpp_estimate,parameters,qpp_method
1030303,who is aziz hashim,0.0003798142247407283,{'k': 4},nqc
1037496,who is rep scalise,9.77320229185395e-07,{'k': 4},nqc
1037798,who is robert gray,3.250135813894586e-05,{'k': 4},nqc
1043135,who killed nicholas ii of russia,9.90789983970725e-05,{'k': 4},nqc
104861,cost of interior concrete flooring,0.0008578977909101655,{'k': 4},nqc
1051399,who sings monk theme song,2.0940859938427896e-05,{'k': 4},nqc
1063750,why did the us volunterilay enter ww1,0.0033396737300941362,{'k': 4},nqc
1064670,why do hunters pattern their shotguns,2.512936496906808e-06,{'k': 4},nqc
1071750,why is pete rose banned from hall of fame,0.000105377592783718,{'k': 4},nqc
1103812,who formed the commonwealth of independent states,0.0002737297323887138,{'k': 4},nqc
1105792,define geon,2.0256917571415334e-05,{'k': 4},nqc
1106007,define visceral,2.1238686763549865e-07,{'k': 4},nqc
1106979,define pareto chart in statistics,8.630175047158211e-06,{'k': 4},nqc
1108651,what the best way to get clothes white,0.001551517291037973,{'k': 4},nqc
1109707,what medium do radio waves travel through,0.00032955577384521765,{'k': 4},nqc
1110199,what is wifi vs bluetooth,0.004039306791083465,{'k': 4},nqc
1110678,what is the un fao,0.08800011692286942,{'k': 4},nqc
1112341,what is the daily life of thai people,7.241503810314909e-06,{'k': 4},nqc
1113256,what is reba mcentire s net worth,6.45495558175225e-07,{'k': 4},nqc
1113437,what is physical description of spruce,0.002537626104731354,{'k': 4},nqc
1114646,what is famvir prescribed for,0.007926738980502024,{'k': 4},nqc
1114819,what is durable medical equipment consist of,1.4117749704434197e-06,{'k': 4},nqc
1115210,what is chaff and flare,0.015252900872410864,{'k': 4},nqc
1115776,what is an aml surveillance analyst,0.0015526956199669274,{'k': 4},nqc
1116380,what is a nonconformity earth science,0.007350758002655692,{'k': 4},nqc
1117099,what is a active margin,4.933812249492381e-06,{'k': 4},nqc
1121353,what can you do about discrimination in the workplace in oklahoma city,0.2866002940113529,{'k': 4},nqc
1121402,what can contour plowing reduce,3.6366019007942415e-08,{'k': 4},nqc
