qid,query,qpp_estimate,parameters,qpp_method
1030303,who is aziz hashim,482.1951058750265,{'k': 5},nqc
1037496,who is rep scalise,26.175273912911635,{'k': 5},nqc
1037798,who is robert gray,26.25574872073645,{'k': 5},nqc
1043135,who killed nicholas ii of russia,48.3646406924968,{'k': 5},nqc
104861,cost of interior concrete flooring,5.677251881845236,{'k': 5},nqc
1051399,who sings monk theme song,7.384790758186877,{'k': 5},nqc
1063750,why did the us volunterilay enter ww1,25.888814701565583,{'k': 5},nqc
1064670,why do hunters pattern their shotguns,113.0418880547128,{'k': 5},nqc
1071750,why is pete rose banned from hall of fame,164.49979360677878,{'k': 5},nqc
1103812,who formed the commonwealth of independent states,11.681498047824352,{'k': 5},nqc
1105792,define geon,8.679642075458709,{'k': 5},nqc
1106007,define visceral,23.797441234799734,{'k': 5},nqc
1106979,define pareto chart in statistics,62.7144260666295,{'k': 5},nqc
1108651,what the best way to get clothes white,52.88534463555942,{'k': 5},nqc
1109707,what medium do radio waves travel through,7.628021204860671,{'k': 5},nqc
1110199,what is wifi vs bluetooth,23.204320424648824,{'k': 5},nqc
1110678,what is the un fao,65.16859449669815,{'k': 5},nqc
1112341,what is the daily life of thai people,15.131847269795554,{'k': 5},nqc
1113256,what is reba mcentire s net worth,232.4411770303498,{'k': 5},nqc
1113437,what is physical description of spruce,32.89340119300382,{'k': 5},nqc
1114646,what is famvir prescribed for,10.757272045042937,{'k': 5},nqc
1114819,what is durable medical equipment consist of,15.308569652253047,{'k': 5},nqc
1115210,what is chaff and flare,368.56109134363874,{'k': 5},nqc
1115776,what is an aml surveillance analyst,139.42986847958946,{'k': 5},nqc
1116380,what is a nonconformity earth science,7.899315164292081,{'k': 5},nqc
1117099,what is a active margin,3.214394017853275,{'k': 5},nqc
1121353,what can you do about discrimination in the workplace in oklahoma city,249.54135986389667,{'k': 5},nqc
1121402,what can contour plowing reduce,11.190762298594747,{'k': 5},nqc
1121709,what are the three percenters,0.028799637920598455,{'k': 5},nqc
1122767,what amino produces carnitine,53.66058632800562,{'k': 5},nqc
1124210,tracheids are part of,17.131274114062,{'k': 5},nqc
1127540,meaning of shebang,32.227587738926495,{'k': 5},nqc
1129237,hydrogen is a liquid below what temperature,17.87769984937955,{'k': 5},nqc
1131069,how many sons robert kraft has,134.2659184341735,{'k': 5},nqc
1132532,average annual income data analyst,29.83732791636821,{'k': 5},nqc
1133167,how is the weather in jamaica,11.881771362077071,{'k': 5},nqc
1133579,how does granulation tissue start,19.917894820606396,{'k': 5},nqc
1136043,difference between a hotel and motel,165.4421543977362,{'k': 5},nqc
1136047,difference between a company s strategy and business model is,132.09498405320775,{'k': 5},nqc
1136962,why did the ancient egyptians call their land kemet or black land,13.33894567713001,{'k': 5},nqc
118440,define bmt medical,68.59723986771442,{'k': 5},nqc
121171,define etruscans,64.3582638032999,{'k': 5},nqc
130510,definition declaratory judgment,3.8880941764173227,{'k': 5},nqc
131843,definition of a sigmet,148.28785110335176,{'k': 5},nqc
135802,definition of laudable,39.33131296019328,{'k': 5},nqc
141630,describe how muscles and bones work together to produce movement,1.7883321752383095,{'k': 5},nqc
146187,difference between a mcdouble and a double cheeseburger,55.457434329510924,{'k': 5},nqc
148538,difference between rn and bsn,1.768089647640191,{'k': 5},nqc
156493,do goldfish grow,1.1345941612229988,{'k': 5},nqc
156498,do google docs auto save,70.79729985455181,{'k': 5},nqc
168216,does legionella pneumophila cause pneumonia,50.72406481493905,{'k': 5},nqc
169208,does mississippi have an income tax,34.89728679796915,{'k': 5},nqc
174463,dog day afternoon meaning,15.65246436322511,{'k': 5},nqc
182539,example of monotonic function,48.78547188085878,{'k': 5},nqc
183378,exons definition biology,14.020355376625423,{'k': 5},nqc
19335,anthropological definition of environment,35.27924343896934,{'k': 5},nqc
207786,how are some sharks warm blooded,15.029469325614107,{'k': 5},nqc
23849,are naturalization records public information,12.328897460766791,{'k': 5},nqc
258062,how long does it take to remove wisdom tooth,86.91703934475231,{'k': 5},nqc
264014,how long is life cycle of flea,4.993045641141656,{'k': 5},nqc
324585,how much money do motivational speakers make,95.86312631321105,{'k': 5},nqc
330975,how much would it cost to install my own wind turbine,11.062764401179711,{'k': 5},nqc
332593,how often to button quail lay eggs,218.48210420451335,{'k': 5},nqc
336901,how old is vanessa redgrave,22.15364556179483,{'k': 5},nqc
359349,how to find the midsegment of a trapezoid,30.215126613188172,{'k': 5},nqc
390360,ia suffix meaning,49.13865804221434,{'k': 5},nqc
405163,is caffeine an narcotic,13.792612525796194,{'k': 5},nqc
405717,is cdg airport in main paris,44.20946270037275,{'k': 5},nqc
42255,average salary for dental hygienist in nebraska,57.100671279913406,{'k': 5},nqc
443396,lps laws definition,7.916394232140951,{'k': 5},nqc
451602,medicare s definition of mechanical ventilation,50.3236033693339,{'k': 5},nqc
47210,average wedding dress alteration cost,1.155991268401529,{'k': 5},nqc
47923,axon terminals or synaptic knob definition,112.28867159141049,{'k': 5},nqc
489204,right pelvic pain causes,8.1495263714241,{'k': 5},nqc
490595,rsa definition key,10.465117279087693,{'k': 5},nqc
527433,types of dysarthria from cerebral palsy,52.65642447363115,{'k': 5},nqc
555530,what are best foods to lower cholesterol,29.534341307609566,{'k': 5},nqc
573724,what are the social determinants of health,4.777466882811892,{'k': 5},nqc
583468,what carvedilol used for,2.4585902392124814,{'k': 5},nqc
640502,what does it mean if your tsh is low,12.698653606528183,{'k': 5},nqc
67316,can fever cause miscarriage early pregnancy,20.3881012789156,{'k': 5},nqc
673670,what is a alm,6.382618023528572,{'k': 5},nqc
701453,what is a statutory deed,13.178057498187405,{'k': 5},nqc
730539,what is chronometer who invented it,166.8543144742347,{'k': 5},nqc
