Prediction Name,QA Task,Retriever,Top-Retrieved Docs,Use_Postgen,Combination_Number,Rho,Tau,Best Single Signal,Best Single Rho,Best Single Tau
GPP,dl,mt5,3,False,0,0.3542893961708395,0.2547250859106529,bertQPP,0.1808,0.1284
GPP,dl,mt5,3,False,1,0.3536056175047338,0.2534364261168385,perpC,0.3505,0.2391
GPP,dl,mt5,3,False,2,0.3891884073216915,0.2757731958762887,perpC,0.3505,0.2391
GPP,dl,mt5,3,False,3,0.3990111508520934,0.2809278350515464,perpC,0.3505,0.2391
GPP,dl,mt5,3,True,0,0.609851672627814,0.4398625429553265,prob(k),0.577,0.4326
GPP,dl,mt5,3,True,1,0.6055912055543866,0.4321305841924399,prob(k),0.577,0.4326
GPP,dl,mt5,3,True,2,0.6050389227856091,0.4351374570446736,prob(k),0.577,0.4326
GPP,dl,mt5,3,True,3,0.6012912897117609,0.4312714776632303,prob(k),0.577,0.4326
GPP,dl,e5,3,False,0,0.3518961708394698,0.2422680412371134,maxScore,0.3789,0.2586
GPP,dl,e5,3,False,1,0.3742767725646959,0.2611683848797251,maxScore,0.3789,0.2586
GPP,dl,e5,3,False,2,0.3926073006522195,0.2710481099656358,maxScore,0.3789,0.2586
GPP,dl,e5,3,False,3,0.4039553965916263,0.2770618556701031,maxScore,0.3789,0.2586
GPP,dl,e5,3,True,0,0.4510966757837155,0.318298969072165,prob(k),0.3791,0.2603
GPP,dl,e5,3,True,1,0.4495187250157795,0.3157216494845361,prob(k),0.3791,0.2603
GPP,dl,e5,3,True,2,0.4485325057858195,0.3157216494845361,prob(k),0.3791,0.2603
GPP,dl,e5,3,True,3,0.4586971386492741,0.3230240549828179,prob(k),0.3791,0.2603
GPP,dl,bm25,3,False,0,0.3438486219229959,0.2444158075601375,bertQPP,0.2115,0.1465
GPP,dl,bm25,3,False,1,0.3437434252051335,0.2444158075601375,perpC,0.2744,0.1899
GPP,dl,bm25,3,False,2,0.378879128971176,0.2689003436426117,perpC,0.2744,0.1899
GPP,dl,bm25,3,False,3,0.3508836524300441,0.2474226804123711,perpC,0.2744,0.1899
GPP,dl,bm25,3,True,0,0.5406190826846201,0.3973367697594502,prob(k),0.491,0.3505
GPP,dl,bm25,3,True,1,0.5430912055543866,0.4007731958762887,prob(k),0.491,0.3505
GPP,dl,bm25,3,True,2,0.5415264043761834,0.3947594501718213,prob(k),0.491,0.3505
GPP,dl,bm25,3,True,3,0.538594045865769,0.3891752577319589,prob(k),0.491,0.3505
RPP,dl,bm25,3,False,0,0.3356564275194614,0.2268041237113402,bertQPP,0.3039,0.2088
RPP,dl,bm25,3,False,1,0.3384441405428149,0.2345360824742268,bertQPP,0.3039,0.2088
RPP,dl,bm25,3,False,2,0.368280559646539,0.2517182130584193,bertQPP,0.3039,0.2088
RPP,dl,bm25,3,False,3,0.3626262360614348,0.2461340206185567,bertQPP,0.3039,0.2088
RPP,dl,bm25,3,True,0,0.3892541552703554,0.2637457044673539,prob(k),0.3345,0.2281
RPP,dl,bm25,3,True,1,0.4006416999789606,0.2770618556701031,prob(k),0.3345,0.2281
RPP,dl,bm25,3,True,2,0.3924232063959604,0.2676116838487973,prob(k),0.3345,0.2281
RPP,dl,bm25,3,True,3,0.3916868293709236,0.2663230240549828,prob(k),0.3345,0.2281
RPP,dl,e5,3,False,0,0.2523143277929728,0.188573883161512,maxScore,0.3076,0.2113
RPP,dl,e5,3,False,1,0.2505522827687776,0.1851374570446735,maxScore,0.3076,0.2113
RPP,dl,e5,3,False,2,0.252498422049232,0.1890034364261169,maxScore,0.3076,0.2113
RPP,dl,e5,3,False,3,0.2500788975383968,0.1859965635738832,maxScore,0.3076,0.2113
RPP,dl,e5,3,True,0,0.246304965285083,0.1701030927835052,maxScore,0.3076,0.2113
RPP,dl,e5,3,True,1,0.2710787923416789,0.1890034364261169,maxScore,0.3076,0.2113
RPP,dl,e5,3,True,2,0.2713286345466021,0.1907216494845361,maxScore,0.3076,0.2113
RPP,dl,e5,3,True,3,0.2681595834209972,0.1881443298969072,maxScore,0.3076,0.2113
RPP,dl,mt5,3,False,0,0.3273590363980643,0.225085910652921,bertQPP,0.2797,0.1912
RPP,dl,mt5,3,False,1,0.3208762886597938,0.218213058419244,bertQPP,0.2797,0.1912
RPP,dl,mt5,3,False,2,0.3181806227645697,0.218213058419244,bertQPP,0.2797,0.1912
RPP,dl,mt5,3,False,3,0.3173653482011361,0.2173539518900344,bertQPP,0.2797,0.1912
RPP,dl,mt5,3,True,0,0.4804728592467914,0.3419243986254296,prob(k),0.4441,0.3114
RPP,dl,mt5,3,True,1,0.4813407321691563,0.3487972508591065,prob(k),0.4441,0.3114
RPP,dl,mt5,3,True,2,0.4850094677046075,0.3449312714776633,prob(k),0.4441,0.3114
RPP,dl,mt5,3,True,3,0.4820902587839258,0.3367697594501719,prob(k),0.4441,0.3114
