qid,query,qpp_estimate,parameters,qpp_method
1030303,who is aziz hashim,0.0006091565121815868,{'k': 6},nqc
1037496,who is rep scalise,0.0001988030468195995,{'k': 6},nqc
1037798,who is robert gray,0.0013301355900947292,{'k': 6},nqc
1043135,who killed nicholas ii of russia,9.316743513666777e-05,{'k': 6},nqc
104861,cost of interior concrete flooring,0.0011865899231824106,{'k': 6},nqc
1051399,who sings monk theme song,6.28565480533029e-05,{'k': 6},nqc
1063750,why did the us volunterilay enter ww1,0.03392498720000983,{'k': 6},nqc
1064670,why do hunters pattern their shotguns,4.8606575248454375e-06,{'k': 6},nqc
1071750,why is pete rose banned from hall of fame,0.0005365422843321219,{'k': 6},nqc
1103812,who formed the commonwealth of independent states,0.002580579034330951,{'k': 6},nqc
1105792,define geon,3.0470410102693413e-05,{'k': 6},nqc
1106007,define visceral,7.492553171377411e-07,{'k': 6},nqc
1106979,define pareto chart in statistics,2.250997124404246e-05,{'k': 6},nqc
1108651,what the best way to get clothes white,0.0026567398883545357,{'k': 6},nqc
1109707,what medium do radio waves travel through,0.00048799608342213783,{'k': 6},nqc
1110199,what is wifi vs bluetooth,0.02584433118953666,{'k': 6},nqc
1110678,what is the un fao,0.2601673210074908,{'k': 6},nqc
1112341,what is the daily life of thai people,0.028053551385981763,{'k': 6},nqc
1113256,what is reba mcentire s net worth,6.746459381619021e-07,{'k': 6},nqc
1113437,what is physical description of spruce,0.0024826484191306348,{'k': 6},nqc
1114646,what is famvir prescribed for,0.07691669452240546,{'k': 6},nqc
1114819,what is durable medical equipment consist of,1.312843058143162e-05,{'k': 6},nqc
1115210,what is chaff and flare,0.015416140777412851,{'k': 6},nqc
1115776,what is an aml surveillance analyst,0.04219255804013272,{'k': 6},nqc
1116380,what is a nonconformity earth science,0.06002842280882617,{'k': 6},nqc
1117099,what is a active margin,3.1975787237555083e-05,{'k': 6},nqc
1121353,what can you do about discrimination in the workplace in oklahoma city,0.781628897334443,{'k': 6},nqc
1121402,what can contour plowing reduce,8.940168016553616e-07,{'k': 6},nqc
1121709,what are the three percenters,4.6458949695351875e-05,{'k': 6},nqc
1122767,what amino produces carnitine,0.0009832192394572817,{'k': 6},nqc
1124210,tracheids are part of,0.03431441748234498,{'k': 6},nqc
1127540,meaning of shebang,6.308723120359972e-05,{'k': 6},nqc
1129237,hydrogen is a liquid below what temperature,0.0022041438580988346,{'k': 6},nqc
1131069,how many sons robert kraft has,0.064291832684989,{'k': 6},nqc
1132532,average annual income data analyst,0.000393895237244379,{'k': 6},nqc
1133167,how is the weather in jamaica,4.0334048458354656e-05,{'k': 6},nqc
1133579,how does granulation tissue start,0.00010369288712538344,{'k': 6},nqc
1136043,difference between a hotel and motel,0.04526041129595355,{'k': 6},nqc
1136047,difference between a company s strategy and business model is,9.384349769876683e-05,{'k': 6},nqc
1136962,why did the ancient egyptians call their land kemet or black land,6.665562474697277e-05,{'k': 6},nqc
118440,define bmt medical,0.013603964622051587,{'k': 6},nqc
121171,define etruscans,0.0011711601778245301,{'k': 6},nqc
130510,definition declaratory judgment,0.0008204401047334631,{'k': 6},nqc
131843,definition of a sigmet,0.0029796086129493518,{'k': 6},nqc
135802,definition of laudable,0.001982553967662047,{'k': 6},nqc
141630,describe how muscles and bones work together to produce movement,7.285964953381064e-05,{'k': 6},nqc
146187,difference between a mcdouble and a double cheeseburger,3.1075460660149407e-05,{'k': 6},nqc
148538,difference between rn and bsn,0.004816290828681461,{'k': 6},nqc
156493,do goldfish grow,0.0005020843023296329,{'k': 6},nqc
156498,do google docs auto save,8.308045957376966e-05,{'k': 6},nqc
168216,does legionella pneumophila cause pneumonia,4.450962200004251e-06,{'k': 6},nqc
169208,does mississippi have an income tax,1.562198896082656e-05,{'k': 6},nqc
174463,dog day afternoon meaning,0.018315602250376053,{'k': 6},nqc
182539,example of monotonic function,0.004693047375979781,{'k': 6},nqc
183378,exons definition biology,0.0001437079240414257,{'k': 6},nqc
19335,anthropological definition of environment,0.01910944239840726,{'k': 6},nqc
207786,how are some sharks warm blooded,0.001110046603823654,{'k': 6},nqc
23849,are naturalization records public information,0.31421464678190464,{'k': 6},nqc
258062,how long does it take to remove wisdom tooth,0.00025955221842356366,{'k': 6},nqc
264014,how long is life cycle of flea,1.815394015921635e-05,{'k': 6},nqc
324585,how much money do motivational speakers make,3.6284293279953735e-05,{'k': 6},nqc
330975,how much would it cost to install my own wind turbine,0.00020984224087836086,{'k': 6},nqc
332593,how often to button quail lay eggs,0.0017945918250029415,{'k': 6},nqc
336901,how old is vanessa redgrave,0.010432776963589569,{'k': 6},nqc
359349,how to find the midsegment of a trapezoid,1.426612224202688e-05,{'k': 6},nqc
390360,ia suffix meaning,0.001664921227232819,{'k': 6},nqc
405163,is caffeine an narcotic,0.15864232651525068,{'k': 6},nqc
405717,is cdg airport in main paris,8.413420669115926e-05,{'k': 6},nqc
42255,average salary for dental hygienist in nebraska,0.4255761203183304,{'k': 6},nqc
443396,lps laws definition,0.028954092535671834,{'k': 6},nqc
451602,medicare s definition of mechanical ventilation,0.005231640552093414,{'k': 6},nqc
47210,average wedding dress alteration cost,2.289722504819625e-05,{'k': 6},nqc
47923,axon terminals or synaptic knob definition,3.81113982558919e-05,{'k': 6},nqc
489204,right pelvic pain causes,0.0025809853492773046,{'k': 6},nqc
490595,rsa definition key,0.0002638830105590748,{'k': 6},nqc
527433,types of dysarthria from cerebral palsy,0.01635944500540115,{'k': 6},nqc
555530,what are best foods to lower cholesterol,0.0007185923480945642,{'k': 6},nqc
573724,what are the social determinants of health,6.020448482294787e-06,{'k': 6},nqc
583468,what carvedilol used for,0.00015713251383610784,{'k': 6},nqc
640502,what does it mean if your tsh is low,0.0004382909763666359,{'k': 6},nqc
67316,can fever cause miscarriage early pregnancy,0.5435464813115755,{'k': 6},nqc
673670,what is a alm,0.0012374628317303714,{'k': 6},nqc
701453,what is a statutory deed,0.00012327969900095085,{'k': 6},nqc
730539,what is chronometer who invented it,0.026509686174346136,{'k': 6},nqc
768208,what is mamey,0.7785305796618022,{'k': 6},nqc
833860,what is the most popular food in switzerland,0.00010912093804869982,{'k': 6},nqc
855410,what is theraderm used for,1.857120845162257,{'k': 6},nqc
87181,causes of left ventricular hypertrophy,4.5697488619749404e-05,{'k': 6},nqc
87452,causes of military suicide,0.0006547717848111051,{'k': 6},nqc
877809,what metal are hip replacements made of,8.78569270572784e-06,{'k': 6},nqc
911232,what type of conflict does della face in o henry the gift of the magi,0.025374868384065462,{'k': 6},nqc
914916,what type of tissue are bronchioles,0.006490120823490463,{'k': 6},nqc
915593,what types of food can you cook sous vide,0.012423502251604594,{'k': 6},nqc
938400,when did family feud come out,0.00030177706363725164,{'k': 6},nqc
940547,when did rock n roll begin,0.001909151417414357,{'k': 6},nqc
962179,when was the salvation army founded,0.027504712902661554,{'k': 6},nqc
997622,where is the show shameless filmed,2.5672476158284437e-06,{'k': 6},nqc
1030303,who is aziz hashim,0.998086,{'position': 0},maxScore
1037496,who is rep scalise,0.995001,{'position': 0},maxScore
1037798,who is robert gray,0.995599,{'position': 0},maxScore
1043135,who killed nicholas ii of russia,0.995829,{'position': 0},maxScore
104861,cost of interior concrete flooring,0.91492,{'position': 0},maxScore
1051399,who sings monk theme song,0.99836,{'position': 0},maxScore
1063750,why did the us volunterilay enter ww1,0.99534,{'position': 0},maxScore
1064670,why do hunters pattern their shotguns,0.998852,{'position': 0},maxScore
1071750,why is pete rose banned from hall of fame,0.996507,{'position': 0},maxScore
1103812,who formed the commonwealth of independent states,0.98829,{'position': 0},maxScore
1105792,define geon,0.995909,{'position': 0},maxScore
1106007,define visceral,0.997257,{'position': 0},maxScore
1106979,define pareto chart in statistics,0.997437,{'position': 0},maxScore
1108651,what the best way to get clothes white,0.996212,{'position': 0},maxScore
1109707,what medium do radio waves travel through,0.994077,{'position': 0},maxScore
1110199,what is wifi vs bluetooth,0.968873,{'position': 0},maxScore
1110678,what is the un fao,0.96738,{'position': 0},maxScore
1112341,what is the daily life of thai people,0.996862,{'position': 0},maxScore
1113256,what is reba mcentire s net worth,0.99866,{'position': 0},maxScore
1113437,what is physical description of spruce,0.966677,{'position': 0},maxScore
1114646,what is famvir prescribed for,0.973115,{'position': 0},maxScore
1114819,what is durable medical equipment consist of,0.996992,{'position': 0},maxScore
1115210,what is chaff and flare,0.97724,{'position': 0},maxScore
1115776,what is an aml surveillance analyst,0.996536,{'position': 0},maxScore
1116380,what is a nonconformity earth science,0.975717,{'position': 0},maxScore
1117099,what is a active margin,0.993298,{'position': 0},maxScore
1121353,what can you do about discrimination in the workplace in oklahoma city,0.963311,{'position': 0},maxScore
1121402,what can contour plowing reduce,0.99657,{'position': 0},maxScore
1121709,what are the three percenters,0.0060687,{'position': 0},maxScore
1122767,what amino produces carnitine,0.986793,{'position': 0},maxScore
1124210,tracheids are part of,0.85315,{'position': 0},maxScore
1127540,meaning of shebang,0.996412,{'position': 0},maxScore
1129237,hydrogen is a liquid below what temperature,0.993451,{'position': 0},maxScore
1131069,how many sons robert kraft has,0.99579,{'position': 0},maxScore
1132532,average annual income data analyst,0.992112,{'position': 0},maxScore
1133167,how is the weather in jamaica,0.992973,{'position': 0},maxScore
1133579,how does granulation tissue start,0.996378,{'position': 0},maxScore
1136043,difference between a hotel and motel,0.991377,{'position': 0},maxScore
1136047,difference between a company s strategy and business model is,0.996795,{'position': 0},maxScore
1136962,why did the ancient egyptians call their land kemet or black land,0.995629,{'position': 0},maxScore
118440,define bmt medical,0.997874,{'position': 0},maxScore
121171,define etruscans,0.993828,{'position': 0},maxScore
130510,definition declaratory judgment,0.995957,{'position': 0},maxScore
131843,definition of a sigmet,0.99739,{'position': 0},maxScore
135802,definition of laudable,0.997402,{'position': 0},maxScore
141630,describe how muscles and bones work together to produce movement,0.981775,{'position': 0},maxScore
146187,difference between a mcdouble and a double cheeseburger,0.998094,{'position': 0},maxScore
148538,difference between rn and bsn,0.995311,{'position': 0},maxScore
156493,do goldfish grow,0.992883,{'position': 0},maxScore
156498,do google docs auto save,0.997063,{'position': 0},maxScore
168216,does legionella pneumophila cause pneumonia,0.990907,{'position': 0},maxScore
169208,does mississippi have an income tax,0.996858,{'position': 0},maxScore
174463,dog day afternoon meaning,0.995426,{'position': 0},maxScore
182539,example of monotonic function,0.996371,{'position': 0},maxScore
183378,exons definition biology,0.990711,{'position': 0},maxScore
19335,anthropological definition of environment,0.989172,{'position': 0},maxScore
207786,how are some sharks warm blooded,0.986019,{'position': 0},maxScore
23849,are naturalization records public information,0.994704,{'position': 0},maxScore
258062,how long does it take to remove wisdom tooth,0.985945,{'position': 0},maxScore
264014,how long is life cycle of flea,0.994851,{'position': 0},maxScore
324585,how much money do motivational speakers make,0.997413,{'position': 0},maxScore
