retriever,k,qpp_method,window_size,alpha,r,p1(r),tau,p1(tau),num_of_queries,with_0shot_posterior
tct,11,spatial,2,0.0,-0.0027873754715119006,0.9783826636071608,0.028350515463917533,0.680780730027897,97,False
tct,11,spatial,2,0.0,0.3068711473164072,0.002233604186141079,0.24097938144329903,0.0004707284379041492,97,True
tct,11,a_ratio,2,0.0,0.1647827974198849,0.1067597333658158,0.12929553264604812,0.060624507125192455,97,False
tct,11,a_ratio,2,0.0,0.33077143565105444,0.0009357807866814773,0.24484536082474234,0.00038088964117221485,97,True
tct,11,nqc,2,0.0,0.17528283311876347,0.08592835989348377,0.08762886597938145,0.2035174890452155,97,False
tct,11,nqc,2,0.0,0.2758007333916457,0.006250240808701189,0.1670962199312715,0.015318729327102553,97,True
tct,11,bertQPP,2,0.0,0.24479166332695562,0.015668305186710675,0.17568728522336774,0.01079019991112942,97,False
tct,11,bertQPP,2,0.0,0.30715188728537823,0.0022117911031425295,0.23152920962199317,0.0007801296905645403,97,True
tct,11,bertQPP(QV),2,0.0,0.21384624486786136,0.03544538630913789,0.147766323024055,0.03201236643126749,97,False
tct,11,bertQPP(QV),2,0.0,0.2903989796644718,0.003908204967532644,0.20274914089347082,0.003259747042536618,97,True
tct,11,spatial,2,0.05,0.011310413059479073,0.91244580039588,0.03479381443298969,0.6136308097551222,97,False
tct,11,spatial,2,0.05,0.30777806040009537,0.002163828954722158,0.24097938144329903,0.0004707284379041492,97,True
tct,11,a_ratio,2,0.05,0.200901691930079,0.048476350252740864,0.16022336769759454,0.02007078628569656,97,False
tct,11,a_ratio,2,0.05,0.33821807833309514,0.0007032413800136879,0.2508591065292096,0.00027237466938260737,97,True
tct,11,nqc,2,0.05,0.17679879653804553,0.08320809177870675,0.08848797250859108,0.19912082868170233,97,False
tct,11,nqc,2,0.05,0.2773054396565826,0.005961601358709427,0.16752577319587633,0.015057708996420909,97,True
tct,11,bertQPP,2,0.05,0.25641434894887455,0.011238738777192928,0.17912371134020622,0.009341755733078497,97,False
