retriever,k,qpp_method,window_size,alpha,r,p1(r),tau,p1(tau),num_of_queries
tct,15,spatial,2,0.0,0.001031152290801668,0.992002124147356,0.0047250859106529215,0.9453348196600103,97
tct,15,a_ratio,2,0.0,0.07429253125432347,0.46955000831987603,0.0584192439862543,0.3965888091618368,97
tct,15,nqc,2,0.0,0.13114536992369358,0.20039538169504273,0.08118556701030928,0.23875904036666062,97
tct,15,bertQPP,2,0.0,0.19877034806861155,0.050961349322358296,0.13917525773195877,0.0434259212403691,97
tct,15,bertQPP(QV),2,0.0,0.14399174086233593,0.1593935249494607,0.09664948453608249,0.16076803875264556,97
tct,15,spatial,2,0.02,0.006288135387692989,0.9512567165893853,0.005154639175257733,0.940374133088132,97
tct,15,a_ratio,2,0.02,0.08822087566842962,0.39018155336577776,0.06829896907216496,0.32163912125241456,97
tct,15,nqc,2,0.02,0.1316878662853127,0.19852366394057844,0.08247422680412372,0.23138680179907667,97
tct,15,bertQPP,2,0.02,0.20295280019416104,0.046180309156232946,0.14132302405498284,0.040290653027956765,97
tct,15,bertQPP(QV),2,0.02,0.14806857627075795,0.14778694565691072,0.09879725085910654,0.15166941209887877,97
tct,15,spatial,2,0.04,0.01173719223261449,0.9091559213871113,0.008161512027491411,0.9057247746831294,97
tct,15,a_ratio,2,0.04,0.1023590171937198,0.3184375001968707,0.07860824742268042,0.2539971105350425,97
tct,15,nqc,2,0.04,0.13225256797109514,0.19658873030318888,0.08290378006872855,0.22896569995644822,97
tct,15,bertQPP,2,0.04,0.20729115131635767,0.04161996765992372,0.14218213058419246,0.039091423487606906,97
tct,15,bertQPP(QV),2,0.04,0.15230046061230967,0.13642344944155038,0.10051546391752579,0.14467719951816677,97
tct,15,spatial,2,0.06,0.017385423137791373,0.8657812279876271,0.011168384879725088,0.8712539798728897,97
tct,15,a_ratio,2,0.06,0.11664280540803354,0.25520627171778093,0.08719931271477664,0.2057421374120063,97
tct,15,nqc,2,0.06,0.13284086224339708,0.1945874530431479,0.08247422680412372,0.23138680179907667,97
tct,15,bertQPP,2,0.06,0.21179230197897897,0.03729147365084708,0.1434707903780069,0.037349490378258986,97
tct,15,bertQPP(QV),2,0.06,0.15669458402125286,0.1253396435507459,0.10266323024054985,0.13628751627610397,97
tct,15,spatial,2,0.08,0.02323991202416993,0.8212403969195129,0.017611683848797254,0.7982864258103413,97
tct,15,a_ratio,2,0.08,0.13100147266731138,0.2008939755286003,0.0893470790378007,0.19479398827541883,97
tct,15,nqc,2,0.08,0.13345425396221683,0.19251650701609518,0.08376288659793817,0.22417771625382632,97
tct,15,bertQPP,2,0.08,0.21646333397123593,0.033204886439032154,0.1443298969072165,0.03622527510674091,97
tct,15,bertQPP(QV),2,0.08,0.16125838349741814,0.11457293537933863,0.1048109965635739,0.1282784361242476,97
tct,15,spatial,2,0.1,0.029307659174376055,0.7756699877004023,0.018041237113402064,0.7934766269227447,97
tct,15,a_ratio,2,0.1,0.14535894228186647,0.15542787911957506,0.09579037800687287,0.16452082122278677,97
tct,15,nqc,2,0.1,0.1340943782670293,0.1903723554135822,0.0854810996563574,0.2148174024411691,97
tct,15,bertQPP,2,0.1,0.22131147336191492,0.02936892714482349,0.14475945017182132,0.035674068768179766,97
tct,15,bertQPP(QV),2,0.1,0.16599951848285596,0.10416108462237016,0.10652920962199315,0.12213859984356254,97
tct,15,spatial,2,0.12,0.035595500576600686,0.7292374915951121,0.021907216494845363,0.7505619727933218,97
tct,15,a_ratio,2,0.12,0.15963549960435178,0.11831634742816055,0.09922680412371135,0.1498976871116754,97
tct,15,nqc,2,0.12,0.13476301492891252,0.18815123450559082,0.08591065292096221,0.2125219840325313,97
tct,15,bertQPP,2,0.12,0.22634404096067112,0.02579072415328055,0.14905498281786944,0.030544557732034724,97
tct,15,bertQPP(QV),2,0.12,0.17092583624126445,0.09414166376276595,0.10309278350515466,0.1346555631057889,97
tct,15,spatial,2,0.14,0.042110012149505716,0.6821428475897169,0.02362542955326461,0.7317251099207628,97
tct,15,a_ratio,2,0.14,0.17374976034937895,0.08875077231684801,0.09879725085910654,0.15166941209887877,97
tct,15,nqc,2,0.14,0.13546210463417113,0.18584913735791153,0.08676975945017183,0.2079844017382293,97
tct,15,bertQPP,2,0.14,0.23156838735126606,0.022475560617872897,0.15206185567010314,0.02734277211201925,97
tct,15,bertQPP(QV),2,0.14,0.17604532462809572,0.08455142478316395,0.10781786941580758,0.11768634646990996,97
tct,15,spatial,2,0.16,0.04885739709400985,0.6346190862631849,0.025343642611683852,0.7130485680719618,97
tct,15,a_ratio,2,0.16,0.18762083687693215,0.06572790401112327,0.10395189003436428,0.13143701983340042,97
tct,15,nqc,2,0.16,0.1361937675081626,0.18346179651389125,0.08676975945017183,0.2079844017382293,97
tct,15,bertQPP,2,0.16,0.2369918090964309,0.019426633881880033,0.15420962199312716,0.025236989773183314,97
tct,15,bertQPP(QV),2,0.16,0.1813660493686753,0.07542557430438838,0.11211340206185569,0.10376002930884054,97
tct,15,spatial,2,0.18,0.055843354635218806,0.5869318223540617,0.02920962199312715,0.6716645680851198,97
tct,15,a_ratio,2,0.18,0.20117057702128915,0.04817008661298473,0.11254295532646051,0.10244263799035044,97
tct,15,nqc,2,0.18,0.13696032424542928,0.18098466565420757,0.0854810996563574,0.2148174024411691,97
tct,15,bertQPP,2,0.18,0.24262144209263753,0.01664483857909215,0.154639175257732,0.024833107958687445,97
