retriever,k,qpp_method,window_size,alpha,r,p1(r),tau,p1(tau),num_of_queries
tct,8,spatial,2,0.0,0.0596680400525074,0.5615360696373386,0.050687285223367705,0.46201693847175085,97
tct,8,a_ratio,2,0.0,0.12501244370375142,0.22244163881606166,0.10609965635738833,0.1236515932692785,97
tct,8,nqc,2,0.0,0.18036170814175256,0.07708475625828577,0.11941580756013748,0.08312087785946547,97
tct,8,bertQPP,2,0.0,0.2278201762823127,0.024814329905139206,0.16194158075601378,0.018775672464210122,97
tct,8,bertQPP(QV),2,0.0,0.1959923470835843,0.05435696476970596,0.1365979381443299,0.04745794602168577,97
tct,8,spatial,2,0.02,0.0642514180016349,0.5318094965265203,0.05240549828178695,0.4469779106399572,97
tct,8,a_ratio,2,0.02,0.1368264339432467,0.18141556195983063,0.11426116838487975,0.09730564872611688,97
tct,8,nqc,2,0.02,0.18085296763763437,0.07626957001667092,0.11941580756013748,0.08312087785946547,97
tct,8,bertQPP,2,0.02,0.23157421159718997,0.02247207857134344,0.16194158075601378,0.018775672464210122,97
tct,8,bertQPP(QV),2,0.02,0.1996963561378808,0.04986908487782928,0.14175257731958765,0.039687194240219145,97
tct,8,spatial,2,0.04,0.06897365003796263,0.5020259759709113,0.05498281786941581,0.42495013508695245,97
tct,8,a_ratio,2,0.04,0.14867709621662398,0.14611049082612004,0.13101374570446736,0.05728140399891128,97
tct,8,nqc,2,0.04,0.1813644085143107,0.07542826142589829,0.11984536082474227,0.08201867152410211,97
tct,8,bertQPP,2,0.04,0.23545896949094378,0.02025000911699931,0.16408934707903783,0.01726000960595295,97
tct,8,bertQPP(QV),2,0.04,0.2035325784039348,0.04554788340843358,0.1439003436426117,0.036783724578164194,97
tct,8,spatial,2,0.06,0.07383765978505302,0.472281889307133,0.05970790378006874,0.38625489539833124,97
tct,8,a_ratio,2,0.06,0.1604988716800665,0.11631327608421926,0.13788659793814437,0.04540422310195199,97
tct,8,nqc,2,0.06,0.18189729606517777,0.07455962031804808,0.12242268041237117,0.07565197367789964,97
tct,8,bertQPP,2,0.06,0.2394792920966859,0.01815171334513563,0.16924398625429557,0.01405239227763608,97
tct,8,bertQPP(QV),2,0.06,0.2075062442326422,0.0414039991656056,0.14518900343642613,0.03513003275683934,97
tct,8,spatial,2,0.08,0.07884608509595731,0.44268134020880534,0.0627147766323024,0.3627897011875757,97
tct,8,a_ratio,2,0.08,0.17222277004445724,0.09163457325479454,0.13831615120274915,0.044736513464296176,97
tct,8,nqc,2,0.08,0.18245300320640973,0.07366236692440667,0.12199312714776635,0.07668417076895777,97
tct,8,bertQPP,2,0.08,0.2436400012426089,0.016180156437915913,0.1709621993127148,0.013106785247853048,97
tct,8,bertQPP(QV),2,0.08,0.21162262451777644,0.03744751691302864,0.14604810996563578,0.03406318246416719,97
tct,8,spatial,2,0.1,0.08400121120647086,0.4133354130042923,0.06185567010309279,0.3694011818632015,97
tct,8,a_ratio,2,0.1,0.183778049864042,0.07155796226971933,0.14948453608247425,0.030068308790855192,97
tct,8,nqc,2,0.1,0.18303302211990427,0.07273514761022065,0.12285223367697597,0.07463114343880432,97
tct,8,bertQPP,2,0.1,0.24794584075550577,0.014337588774519431,0.17439862542955328,0.011382836808156348,97
tct,8,bertQPP(QV),2,0.1,0.215886982175177,0.0336877820292234,0.147766323024055,0.03201236643126749,97
tct,8,spatial,2,0.12,0.08930489574940186,0.3843611282740037,0.06400343642611686,0.3530123788503621,97
tct,8,a_ratio,2,0.12,0.19509411583631026,0.0554938395550714,0.1666666666666667,0.01558372473088864,97
tct,8,nqc,2,0.12,0.18363897743406354,0.07177653043044642,0.12242268041237117,0.07565197367789964,97
tct,8,bertQPP,2,0.12,0.25240140447219256,0.012625461149207018,0.17353951890034366,0.011793812186781842,97
tct,8,bertQPP(QV),2,0.12,0.22030451068888957,0.030133202968044132,0.15206185567010314,0.02734277211201925,97
tct,8,spatial,2,0.14,0.09475848528215908,0.355880073516908,0.06872852233676977,0.3186051074891699,97
tct,8,a_ratio,2,0.14,0.20610252773584917,0.04283042135157587,0.17268041237113405,0.01221789425088413,97
tct,8,nqc,2,0.14,0.18427264118348052,0.0707850005310823,0.12328178694158079,0.07362159410235054,97
tct,8,bertQPP,2,0.14,0.2570110471707773,0.011044346701118582,0.17482817869415812,0.011182156616858724,97
tct,8,bertQPP(QV),2,0.14,0.224880257115808,0.02679104552733101,0.15592783505154642,0.023654871935139845,97
