retriever,k,qpp_method,window_size,alpha,r,p1(r),tau,p1(tau),num_of_queries
bm25,7,spatial,2,0.0,0.3571868403689684,0.0003536372259332019,0.23684210526315785,0.0006297844386530204,97
bm25,7,a_ratio,2,0.0,0.28549896002816233,0.004808343646711328,0.11973684210526314,0.08394926271711613,97
bm25,7,nqc,2,0.0,0.0837326145838838,0.41731543000767624,0.030701754385964904,0.6576697859013478,97
bm25,7,spatial,2,0.02,0.35899318057049434,0.0003283588908412505,0.2346491228070175,0.0007071302383650919,97
bm25,7,a_ratio,2,0.02,0.2888888700627194,0.004309468020098326,0.12368421052631577,0.07423025092161463,97
bm25,7,nqc,2,0.02,0.08396482894978531,0.41602037666325803,0.030701754385964904,0.6576697859013478,97
bm25,7,spatial,2,0.04,0.360740181751532,0.0003055036550332418,0.23333333333333328,0.0007576829079550207,97
bm25,7,a_ratio,2,0.04,0.2923435478218068,0.0038490839722360357,0.12675438596491226,0.06732401746109497,97
bm25,7,nqc,2,0.04,0.08420660490299997,0.4146744824347228,0.03114035087719298,0.6530976048749184,97
bm25,7,spatial,2,0.06,0.3624174160061506,0.0002849488210479417,0.23421052631578942,0.0007236220598486794,97
bm25,7,a_ratio,2,0.06,0.29585840970460425,0.003426297730160632,0.1293859649122807,0.06183352376776574,97
bm25,7,nqc,2,0.06,0.08445854401898634,0.413274711664677,0.03201754385964912,0.643992360331084,97
bm25,7,spatial,2,0.08,0.36401356807345586,0.0002665789008408283,0.23552631578947364,0.0006751892693239896,97
bm25,7,a_ratio,2,0.08,0.29942761063728995,0.003040015521186881,0.1293859649122807,0.06183352376776574,97
bm25,7,nqc,2,0.08,0.0847212992908723,0.4118177837769953,0.03201754385964912,0.643992360331084,97
bm25,7,spatial,2,0.1,0.3655164146362176,0.0002502872573918756,0.23552631578947364,0.0006751892693239896,97
bm25,7,a_ratio,2,0.1,0.3030438496690616,0.002688953379838319,0.1320175438596491,0.05671894881927785,97
bm25,7,nqc,2,0.1,0.08499558072776564,0.410300148264082,0.03245614035087718,0.6394595858942697,97
bm25,7,spatial,2,0.12,0.36691281481841376,0.00023597789944931893,0.23552631578947364,0.0006751892693239896,97
bm25,7,a_ratio,2,0.12,0.3066981560496421,0.0023716514170938354,0.13421052631578945,0.052730339832625366,97
bm25,7,nqc,2,0.12,0.08528216169861136,0.40871795657339016,0.03245614035087718,0.6394595858942697,97
bm25,7,spatial,2,0.14,0.3681887146480568,0.00022356748241421178,0.2385964912280701,0.0005736554562799961,97
bm25,7,a_ratio,2,0.14,0.3103796567595341,0.0020864925384945746,0.1350877192982456,0.05120190672411439,97
bm25,7,nqc,2,0.14,0.08558188613968112,0.4070670304401945,0.03289473684210526,0.6349402336051264,97
bm25,7,spatial,2,0.16,0.3693291684950546,0.00021298758945336815,0.23947368421052628,0.0005473717769045106,97
bm25,7,a_ratio,2,0.16,0.31407532775499825,0.0018317254109957324,0.1333333333333333,0.05429672191249564,97
bm25,7,nqc,2,0.16,0.08589567676557523,0.40534282613752115,0.0337719298245614,0.6259423572693519,97
bm25,7,spatial,2,0.18,0.3703183806704823,0.00020418739444647233,0.2385964912280701,0.0005736554562799961,97
bm25,7,a_ratio,2,0.18,0.31776973291185184,0.001605491278496036,0.14122807017543856,0.041508925271761435,97
