retriever,k,qpp_method,window_size,alpha,r,p1(r),tau,p1(tau),num_of_queries
tct,3,spatial,2,0.0,0.31055116237839747,0.001962503397775986,0.17697594501718217,0.010225152665271457,97
tct,3,a_ratio,2,0.0,0.18586647477365575,0.06833984960523519,0.0970790378006873,0.15891607395046403,97
tct,3,nqc,2,0.0,0.18033360934980758,0.07713159328272202,0.057989690721649494,0.40007019122296605,97
tct,3,spatial,2,0.02,0.3134961869433082,0.0017673636955303706,0.17912371134020622,0.009341755733078497,97
tct,3,a_ratio,2,0.02,0.19578437619439995,0.05461847378348865,0.1086769759450172,0.11478963120763813,97
tct,3,nqc,2,0.02,0.18084936475503272,0.07627552328136301,0.06013745704467355,0.3828471200330016,97
tct,3,spatial,2,0.04,0.31629815066122074,0.0015981774949265632,0.18556701030927839,0.00708575590459897,97
tct,3,a_ratio,2,0.04,0.2051111877225279,0.04386223784758039,0.11211340206185569,0.10376002930884054,97
tct,3,nqc,2,0.04,0.1813856682638626,0.07539345165925897,0.06056701030927836,0.3794578311122522,97
tct,3,spatial,2,0.06,0.3189376117507462,0.0014523664771894215,0.18814432989690724,0.00632984784895861,97
tct,3,a_ratio,2,0.06,0.2137215116947786,0.035555265378588725,0.11383161512027494,0.0985701799206937,97
tct,3,nqc,2,0.06,0.18194375771216126,0.07448426759294469,0.06056701030927836,0.3794578311122522,97
tct,3,spatial,2,0.08,0.3213947304990534,0.0013275849626759257,0.1898625429553265,0.005867063974983271,97
tct,3,a_ratio,2,0.08,0.2215118639158227,0.029218806840015397,0.11812714776632303,0.08649966115997804,97
tct,3,nqc,2,0.08,0.18252497095381665,0.07354680486989444,0.05927835051546393,0.3896811249151011,97
tct,3,spatial,2,0.1,0.32364951552300825,0.0012217289747226427,0.1890034364261169,0.006094500520977148,97
tct,3,a_ratio,2,0.1,0.22840677266717294,0.024435166177854697,0.11898625429553265,0.08423505409007553,97
tct,3,nqc,2,0.1,0.1831307559926659,0.0725798395418734,0.060996563573883174,0.3760870593214216,97
tct,3,spatial,2,0.12,0.32568210599738223,0.0011329418623429654,0.1898625429553265,0.005867063974983271,97
tct,3,a_ratio,2,0.12,0.2343622669260148,0.020857339681206913,0.11898625429553265,0.08423505409007553,97
tct,3,nqc,2,0.12,0.18376268234417423,0.07158208766917168,0.06056701030927836,0.3794578311122522,97
tct,3,spatial,2,0.14,0.32747308569621647,0.0010596173026691633,0.1941580756013746,0.0048406217198878375,97
tct,3,a_ratio,2,0.14,0.23936640190131886,0.018207971343511688,0.12757731958762888,0.06412770883743656,97
tct,3,nqc,2,0.14,0.1844224537994988,0.07055220321975329,0.05970790378006874,0.38625489539833124,97
tct,3,spatial,2,0.16,0.32900382248488214,0.0010004006361444158,0.1937285223367698,0.004935409194231109,97
tct,3,a_ratio,2,0.16,0.24343699311358002,0.01627186604697777,0.13058419243986258,0.05810246319620013,97
tct,3,nqc,2,0.16,0.18511192279169936,0.06948877620566604,0.056271477663230256,0.41417839532189626,97
tct,3,spatial,2,0.18,0.33025682467413064,0.0009541895782601147,0.19587628865979384,0.004477722918252414,97
tct,3,a_ratio,2,0.18,0.2466171657590126,0.014885685389690184,0.12800687285223372,0.06323660544752113,97
tct,3,nqc,2,0.18,0.18583310659557245,0.06839033116209609,0.05884879725085912,0.3931257746774063,97
tct,3,spatial,2,0.2,0.33121610357833997,0.0009201354030045649,0.202319587628866,0.003325969220576063,97
tct,3,a_ratio,2,0.2,0.2489695730745723,0.01392731628774098,0.12800687285223372,0.06323660544752113,97
tct,3,nqc,2,0.2,0.1865882056296817,0.0672553261033308,0.05884879725085912,0.3931257746774063,97
tct,3,spatial,2,0.22,0.3318675299046033,0.000897645709086251,0.20489690721649487,0.002946303078171719,97
tct,3,a_ratio,2,0.22,0.250570169959421,0.013306295876715092,0.12886597938144334,0.06148508875649665,97
tct,3,nqc,2,0.22,0.18737962417252857,0.06608215212621837,0.057560137457044684,0.40356988208906586,97
tct,3,spatial,2,0.24,0.3321991704375281,0.0008863898648346137,0.20876288659793818,0.0024505203740822256,97
tct,3,a_ratio,2,0.24,0.25150228843733863,0.012955854379210588,0.12628865979381446,0.0668634129345248,97
tct,3,nqc,2,0.24,0.18820999385547282,0.064869133877259,0.05884879725085912,0.3931257746774063,97
tct,3,spatial,2,0.26,0.332201591055291,0.0008863081847410571,0.21520618556701035,0.0017908788065225548,97
tct,3,a_ratio,2,0.26,0.25185152783158427,0.012826637913093207,0.13015463917525774,0.058933277914773506,97
tct,3,nqc,2,0.26,0.1890822003540917,0.06361453115669745,0.05884879725085912,0.3931257746774063,97
tct,3,spatial,2,0.28,0.33186811254826565,0.0008976258204280842,0.21563573883161516,0.0017533187111864498,97
tct,3,a_ratio,2,0.28,0.25170172304000593,0.012881926691265557,0.11941580756013748,0.08312087785946547,97
tct,3,nqc,2,0.28,0.1899994137683637,0.062316542004784925,0.06314432989690723,0.3595119194286538,97
tct,3,spatial,2,0.3,0.33119500707421523,0.0009208722481052273,0.21520618556701035,0.0017908788065225548,97
tct,3,a_ratio,2,0.3,0.2511320440794521,0.013094078598028124,0.12500000000000003,0.06969448971824621,97
tct,3,nqc,2,0.3,0.1909651232615702,0.0609733077055374,0.06185567010309279,0.3694011818632015,97
tct,3,spatial,2,0.32,0.3301816253474149,0.0009569070955414205,0.21649484536082478,0.0016803624081385136,97
tct,3,a_ratio,2,0.32,0.25021513438723736,0.01344192830943296,0.1254295532646048,0.06874005870255491,97
