retriever,k,qpp_method,window_size,alpha,r,p1(r),tau,p1(tau),num_of_queries
bm25,5,spatial,2,0.0,0.454122290569442,2.98209956576393e-06,0.30670103092783507,8.563939402340346e-06,97
bm25,5,a_ratio,2,0.0,0.22804632733744945,0.024667560755983534,0.08247422680412372,0.23138680179907667,97
bm25,5,nqc,2,0.0,0.05913464396572026,0.5650462151738195,0.025343642611683852,0.7130485680719618,97
bm25,5,bertQPP,2,0.0,0.13314168010722904,0.19356982445200369,0.1829896907216495,0.007921746820669876,97
bm25,5,bertQPP(QV),2,0.0,0.14387899066031035,0.15972389474634976,0.19630584192439868,0.0043909374810577745,97
bm25,5,spatial,2,0.02,0.4523775604839413,3.2893824991504537e-06,0.30111683848797255,1.245055216313867e-05,97
bm25,5,a_ratio,2,0.02,0.22895252630989943,0.024086850167924195,0.08634020618556702,0.2102443337075397,97
bm25,5,nqc,2,0.02,0.05917165792936786,0.5648023007271203,0.025343642611683852,0.7130485680719618,97
bm25,5,bertQPP,2,0.02,0.13357161699516207,0.1921220873302354,0.18213058419243988,0.008219435652041644,97
bm25,5,bertQPP(QV),2,0.02,0.14436590863614945,0.15830081968440107,0.19501718213058422,0.004655971971265852,97
bm25,5,spatial,2,0.04,0.4504173614251394,3.670180066980601e-06,0.2989690721649485,1.4353762581703726e-05,97
bm25,5,a_ratio,2,0.04,0.22981860098965284,0.0235427938510327,0.08634020618556702,0.2102443337075397,97
bm25,5,nqc,2,0.04,0.05921010377599356,0.5645490032464866,0.026202749140893475,0.7037735989090746,97
bm25,5,bertQPP,2,0.04,0.13399424176771596,0.19070662448624418,0.17998281786941583,0.009007907605249525,97
bm25,5,bertQPP(QV),2,0.04,0.1448404564950527,0.15692300971584794,0.1937285223367698,0.004935409194231109,97
bm25,5,spatial,2,0.06,0.4482264077345998,4.1448908396507435e-06,0.2981099656357389,1.5190194907487389e-05,97
bm25,5,a_ratio,2,0.06,0.2306352018929471,0.023039463235033295,0.08204467353951891,0.23382603249144784,97
bm25,5,nqc,2,0.06,0.05925006549026143,0.5642857756207658,0.026632302405498288,0.6991524853070341,97
bm25,5,bertQPP,2,0.06,0.13440715634858594,0.18933099493501895,0.17998281786941583,0.009007907605249525,97
bm25,5,bertQPP(QV),2,0.06,0.1452993130319295,0.1555992853373917,0.19329896907216498,0.0050318722795436996,97
bm25,5,spatial,2,0.08,0.4457888829108795,4.740844191204753e-06,0.29639175257731964,1.7004521411510344e-05,97
bm25,5,a_ratio,2,0.08,0.23139172103190997,0.02258140076539034,0.08118556701030928,0.23875904036666062,97
bm25,5,nqc,2,0.08,0.05929163368394031,0.5640120278374323,0.026632302405498288,0.6991524853070341,97
bm25,5,bertQPP,2,0.08,0.1348076126746256,0.1880037590283376,0.18084192439862545,0.008684754281086702,97
bm25,5,bertQPP(QV),2,0.08,0.14573869400024703,0.1543395786497623,0.19329896907216498,0.0050318722795436996,97
bm25,5,spatial,2,0.1,0.4430885223845381,5.494987832085929e-06,0.2998281786941581,1.3561366429704062e-05,97
bm25,5,a_ratio,2,0.1,0.23207617203722525,0.02217370835118937,0.08290378006872855,0.22896569995644822,97
bm25,5,nqc,2,0.1,0.05933490625375388,0.5637271227528966,0.027061855670103097,0.6945424903122657,97
bm25,5,bertQPP,2,0.1,0.13519246885619496,0.186734606034931,0.18127147766323026,0.008527096049992753,97
bm25,5,bertQPP(QV),2,0.1,0.1461542987186988,0.1531550712292769,0.1898625429553265,0.005867063974983271,97
bm25,5,spatial,2,0.12,0.4401087185975842,6.4577329113851405e-06,0.2976804123711341,1.56256421584244e-05,97
bm25,5,a_ratio,2,0.12,0.23267507193035902,0.021822158205996735,0.0777491408934708,0.2592237212301055,97
bm25,5,nqc,2,0.12,0.059379989117789314,0.5634303713615263,0.026632302405498288,0.6991524853070341,97
bm25,5,bertQPP,2,0.12,0.13555814104869612,0.18553449814494793,0.18170103092783507,0.008372001763204117,97
bm25,5,bertQPP(QV),2,0.12,0.1465412528022048,0.152058349751895,0.186426116838488,0.006825229731210832,97
bm25,5,spatial,2,0.14,0.4368326505563973,7.698496829465055e-06,0.29639175257731964,1.7004521411510344e-05,97
bm25,5,a_ratio,2,0.14,0.23317332967424395,0.02153333203053086,0.07431271477663232,0.2808725107935828,97
bm25,5,nqc,2,0.14,0.059426997041366815,0.5631210274945032,0.02491408934707904,0.7177021136751226,97
bm25,5,bertQPP,2,0.14,0.1359005510180512,0.18441583295300393,0.18213058419243988,0.008219435652041644,97
bm25,5,bertQPP(QV),2,0.14,0.1468940475031172,0.15106358167441455,0.18256013745704472,0.00806936233603351,97
bm25,5,spatial,2,0.16,0.4332434397192391,9.313750838601924e-06,0.2916666666666667,2.31197748307288e-05,97
bm25,5,a_ratio,2,0.16,0.23355414830399435,0.021314795989708753,0.06658075601374572,0.3339631552636785,97
bm25,5,nqc,2,0.16,0.059476054564981985,0.5627982818687957,0.02405498281786942,0.7270405431127746,97
bm25,5,bertQPP,2,0.16,0.13621506955025559,0.18339262667499953,0.1786941580756014,0.00951278395726825,97
bm25,5,bertQPP(QV),2,0.16,0.14720647647959093,0.1501867135164015,0.18213058419243988,0.008219435652041644,97
bm25,5,spatial,2,0.18,0.429324333599718,1.1438782934653742e-05,0.2916666666666667,2.31197748307288e-05,97
bm25,5,a_ratio,2,0.18,0.23379894937376916,0.021175320771609697,0.0777491408934708,0.2592237212301055,97
bm25,5,nqc,2,0.18,0.05952729704892734,0.5624612553942215,0.02405498281786942,0.7270405431127746,97
bm25,5,bertQPP,2,0.18,0.13649645608851224,0.182480720543103,0.17310996563573885,0.01200419316896961,97
bm25,5,bertQPP(QV),2,0.18,0.1474715712375365,0.14944569450576783,0.18127147766323026,0.008527096049992753,97
bm25,5,spatial,2,0.2,0.4250589177909708,1.4264996667402649e-05,0.288659793814433,2.804587392927909e-05,97
bm25,5,a_ratio,2,0.2,0.2338873305986543,0.021125158223608078,0.07946735395189004,0.2488442983857856,97
bm25,5,nqc,2,0.2,0.05958087185153748,0.5621089916319087,0.02362542955326461,0.7317251099207628,97
bm25,5,bertQPP,2,0.2,0.1367387952974313,0.18169801298084076,0.16838487972508595,0.01454739544260673,97
bm25,5,bertQPP(QV),2,0.2,0.14768153703686313,0.14886072851965365,0.17396907216494847,0.011586707769612953,97
bm25,5,spatial,2,0.22,0.4204313562231983,1.8065488439015705e-05,0.28006872852233683,4.8215372827859356e-05,97
bm25,5,a_ratio,2,0.22,0.23379706980954812,0.021176388664110746,0.08247422680412372,0.23138680179907667,97
bm25,5,nqc,2,0.22,0.05963693966074283,0.5617404482805308,0.021477663230240553,0.7552950224453057,97
bm25,5,bertQPP,2,0.22,0.1369354316707698,0.18106472025586098,0.1666666666666667,0.01558372473088864,97
bm25,5,bertQPP(QV),2,0.22,0.14782769172629817,0.1484545573223724,0.17353951890034366,0.011793812186781842,97
bm25,5,spatial,2,0.24,0.4154266583515428,2.323303522944758e-05,0.27534364261168387,6.454501938742568e-05,97
bm25,5,a_ratio,2,0.24,0.2335041904840293,0.021343355948699426,0.0854810996563574,0.2148174024411691,97
bm25,5,nqc,2,0.24,0.05969567600182271,0.5613544875467854,0.021907216494845363,0.7505619727933218,97
bm25,5,bertQPP,2,0.24,0.1370789038364594,0.18060366829602006,0.1670962199312715,0.015318729327102553,97
bm25,5,bertQPP(QV),2,0.24,0.1479004107831806,0.1482527780018873,0.17268041237113405,0.01221789425088413,97
bm25,5,spatial,2,0.26,0.4100309706390168,3.0336708251135798e-05,0.26718213058419243,0.00010570268251880998,97
bm25,5,a_ratio,2,0.26,0.23298310587814564,0.021643210631111087,0.08247422680412372,0.23138680179907667,97
bm25,5,nqc,2,0.26,0.0597572729480058,0.5609498652334606,0.021048109965635744,0.7600372759154744,97
bm25,5,bertQPP,2,0.26,0.13716088088843076,0.18034061816894928,0.1666666666666667,0.01558372473088864,97
bm25,5,bertQPP(QV),2,0.26,0.14788908278484786,0.14828419713142407,0.17053264604811,0.013337754848227265,97
bm25,5,spatial,2,0.28,0.4042318881773704,4.020642922603329e-05,0.25902061855670105,0.00017081103710396531,97
bm25,5,a_ratio,2,0.28,0.23220685976222413,0.022096584871852513,0.08075601374570447,0.24125289471425693,97
bm25,5,nqc,2,0.28,0.0598219410649483,0.5605252183514468,0.021048109965635744,0.7600372759154744,97
bm25,5,bertQPP,2,0.28,0.1371721039031792,0.18030462727173377,0.16494845360824745,0.01668446543769203,97
bm25,5,bertQPP(QV),2,0.28,0.14778208061014073,0.14858122338662486,0.1658075601374571,0.016125841537736958,97
bm25,5,spatial,2,0.3,0.39801878062813995,5.405935272677571e-05,0.256872852233677,0.0001933769855221948,97
bm25,5,a_ratio,2,0.3,0.23114748144624878,0.022728425661538095,0.08204467353951891,0.23382603249144784,97
bm25,5,nqc,2,0.3,0.05988991162523012,0.5600790510308724,0.021477663230240553,0.7552950224453057,97
bm25,5,bertQPP,2,0.3,0.13710233678559786,0.18052844742398394,0.1628006872852234,0.018155972846842318,97
bm25,5,bertQPP(QV),2,0.3,0.14756675482281684,0.149180298930428,0.15721649484536085,0.02252544814571104,97
bm25,5,spatial,2,0.32,0.3913831249448321,7.368858575582332e-05,0.25343642611683853,0.00023539388087640415,97
bm25,5,a_ratio,2,0.32,0.22977647057032394,0.02356901465994085,0.07989690721649485,0.24629548858904848,97
bm25,5,nqc,2,0.32,0.059961439134927685,0.5596097184704768,0.021477663230240553,0.7552950224453057,97
bm25,5,bertQPP,2,0.32,0.13694033172355424,0.1810489596253931,0.1585051546391753,0.021443192891173694,97
bm25,5,bertQPP(QV),2,0.32,0.147229456849499,0.1501223675724869,0.15635738831615123,0.02327305567367708,97
bm25,5,spatial,2,0.34,0.3843188356602051,0.00010174419018463155,0.24613402061855674,0.00035469522611087794,97
bm25,5,a_ratio,2,0.34,0.22806542241566077,0.024655202245127347,0.07689003436426119,0.26452436355398434,97
bm25,5,nqc,2,0.34,0.06003680422113206,0.5591154086232646,0.023195876288659798,0.7364196981955502,97
bm25,5,bertQPP,2,0.34,0.1366738157802146,0.18190764299063328,0.15292096219931275,0.026482928123240188,97
bm25,5,bertQPP(QV),2,0.34,0.1467556006159298,0.15145337418173635,0.15206185567010314,0.02734277211201925,97
bm25,5,spatial,2,0.36,0.37682258201974184,0.0001421495052668021,0.23969072164948454,0.0005048251929224872,97
bm25,5,a_ratio,2,0.36,0.22598679673459926,0.026031878326050046,0.08161512027491409,0.23628343229817084,97
bm25,5,nqc,2,0.36,0.060116316937033315,0.5585941212700213,0.02448453608247423,0.7223661580007107,97
