retriever,k,qpp_method,window_size,alpha,r,p1(r),tau,p1(tau),num_of_queries
mt5,10,spatial,2,0.0,0.19187714354068997,0.06109336801181786,0.13245614035087716,0.05590173788646047,97
mt5,10,a_ratio,2,0.0,0.06189159400861774,0.549144655700065,-0.04780701754385964,0.49018107551697765,97
mt5,10,nqc,2,0.0,0.09074999825966648,0.37922051531436146,-0.020175438596491225,0.7708972462356571,97
mt5,10,bertQPP,2,0.0,0.25658357161467893,0.011620613428548752,0.181578947368421,0.008772032874754584,97
mt5,10,bertQPP(QV),2,0.0,0.22327157634031308,0.028769429496273383,0.14605263157894735,0.035027066920463666,97
mt5,10,spatial,2,0.02,0.19562905485669702,0.05611300624562832,0.1333333333333333,0.05429672191249564,97
mt5,10,a_ratio,2,0.02,0.062123888990963744,0.5476434927924938,-0.04649122807017543,0.5022017682612574,97
mt5,10,nqc,2,0.02,0.09222775359372123,0.3714753528324134,0.014912280701754382,0.8295834326185275,97
mt5,10,bertQPP,2,0.02,0.2595029927058751,0.010674072927387906,0.18377192982456136,0.007990630052244877,97
mt5,10,bertQPP(QV),2,0.02,0.22627537120842667,0.026634608712416956,0.1478070175438596,0.03289461425077135,97
mt5,10,spatial,2,0.04,0.1994731077184555,0.05136039076685572,0.13245614035087716,0.05590173788646047,97
mt5,10,a_ratio,2,0.04,0.062365863368209665,0.5460819048008547,-0.047368421052631574,0.4941706970744447,97
mt5,10,nqc,2,0.04,0.09376655536179551,0.36351368391207495,0.030701754385964904,0.6576697859013478,97
mt5,10,bertQPP,2,0.04,0.26251919898889287,0.00976768384792901,0.18508771929824558,0.007552277732226657,97
mt5,10,bertQPP(QV),2,0.04,0.22938195555467328,0.024569870031866357,0.1508771929824561,0.029429833054879267,97
mt5,10,spatial,2,0.06,0.20340954818357443,0.04684224343079546,0.13684210526315788,0.04825617082139475,97
mt5,10,a_ratio,2,0.06,0.06261813452341539,0.5444561821694632,-0.047368421052631574,0.4941706970744447,97
mt5,10,nqc,2,0.06,0.09537014331235374,0.3553295147361329,0.03464912280701754,0.6169998397695846,97
mt5,10,bertQPP,2,0.06,0.26563579120473507,0.008902726123774051,0.18333333333333332,0.008141731588545092,97
mt5,10,bertQPP(QV),2,0.06,0.23259538716580744,0.022579267733775454,0.15131578947368418,0.028961443601471626,97
mt5,10,spatial,2,0.08,0.207438199575294,0.0425640922334739,0.13991228070175438,0.04344370723734423,97
mt5,10,a_ratio,2,0.08,0.06288137344132422,0.5427623066215032,-0.04561403508771929,0.510301360039156,97
mt5,10,nqc,2,0.08,0.09704255706512747,0.346917006271223,0.04605263157894736,0.5062430437149774,97
mt5,10,bertQPP,2,0.08,0.2688563966676374,0.008080340759748058,0.1846491228070175,0.007695938960913375,97
mt5,10,bertQPP(QV),2,0.08,0.23591978694042515,0.02066670435255757,0.1539473684210526,0.026283728186940334,97
mt5,10,spatial,2,0.1,0.21155839249649375,0.03853014374053083,0.14166666666666664,0.04088043032540512,97
mt5,10,a_ratio,2,0.1,0.06315631064948207,0.5409959185104993,-0.04605263157894736,0.5062430437149774,97
mt5,10,nqc,2,0.1,0.09878816526268451,0.33827055426818403,0.05438596491228069,0.43246655672176115,97
mt5,10,bertQPP,2,0.1,0.272184638415056,0.007301507531068509,0.18333333333333332,0.008141731588545092,97
mt5,10,bertQPP(QV),2,0.1,0.23935931072267572,0.01883587630044169,0.15526315789473683,0.025027037161781087,97
mt5,10,spatial,2,0.12,0.21576888732081048,0.03474316851305067,0.14736842105263154,0.03341702989433397,97
mt5,10,a_ratio,2,0.12,0.06344374296673796,0.5391522799608167,-0.04605263157894736,0.5062430437149774,97
mt5,10,nqc,2,0.12,0.10061169794650748,0.3293848855301031,0.06535087719298245,0.34555840797111037,97
mt5,10,bertQPP,2,0.12,0.2756240962098958,0.006567022378467383,0.18421052631578944,0.007842044522710973,97
mt5,10,bertQPP(QV),2,0.12,0.24291811308481553,0.01709021505631784,0.1583333333333333,0.022295335985736058,97
mt5,10,spatial,2,0.14,0.22006778895160356,0.031204404320969808,0.1469298245614035,0.03394652748404876,97
mt5,10,a_ratio,2,0.14,0.0637445411899755,0.5372262331534857,-0.047368421052631574,0.4941706970744447,97
mt5,10,nqc,2,0.14,0.10251828253293382,0.32025517326011493,0.07236842105263157,0.29624164556189136,97
mt5,10,bertQPP,2,0.14,0.2791782577035196,0.005877475003656278,0.1894736842105263,0.006242548211379331,97
mt5,10,bertQPP(QV),2,0.14,0.2466003013423359,0.015432824602698968,0.15921052631578944,0.02156410311246367,97
mt5,10,spatial,2,0.16,0.22445245381734874,0.027913482009167392,0.1469298245614035,0.03394652748404876,97
mt5,10,a_ratio,2,0.16,0.06405965887470537,0.5352121529994048,-0.045175438596491216,0.5143766257719221,97
mt5,10,nqc,2,0.16,0.10451348380299944,0.3108771747187009,0.07587719298245613,0.27344185633141316,97
mt5,10,bertQPP,2,0.16,0.2828504577555565,0.005233227277272999,0.19254385964912277,0.005451397044324322,97
mt5,10,bertQPP(QV),2,0.16,0.25040987776474455,0.013866416105087227,0.1614035087719298,0.019826684390718458,97
mt5,10,spatial,2,0.18,0.22891938931305297,0.02486837871597471,0.14868421052631575,0.03187073297896108,97
mt5,10,a_ratio,2,0.18,0.06439014239534037,0.5331038933046618,-0.04473684210526315,0.5184687477081236,97
mt5,10,nqc,2,0.18,0.1066033483595622,0.301247394874171,0.08026315789473683,0.2466700962299916,97
mt5,10,bertQPP,2,0.18,0.28664380354734,0.0046343931793873016,0.1951754385964912,0.004846583300035788,97
mt5,10,bertQPP(QV),2,0.18,0.2543506675767545,0.012393241183491128,0.162719298245614,0.018843982626781136,97
mt5,10,spatial,2,0.2,0.23346414621300282,0.022065402694287417,0.15043859649122804,0.029904724291647766,97
mt5,10,a_ratio,2,0.2,0.06473714250790083,0.530894725367064,-0.04649122807017543,0.5022017682612574,97
mt5,10,nqc,2,0.2,0.10879445404321386,0.2913632802108734,0.08333333333333333,0.22905812271994552,97
mt5,10,bertQPP,2,0.2,0.29056108271796277,0.0040808210938327585,0.19736842105263155,0.0043896882161837195,97
mt5,10,bertQPP(QV),2,0.2,0.25842622992697095,0.011015025515233905,0.1644736842105263,0.017600127768823963,97
mt5,10,spatial,2,0.22,0.23808120498211946,0.019499213219898073,0.15219298245614032,0.02804388848739258,97
mt5,10,a_ratio,2,0.22,0.06510192768329043,0.528577267742202,-0.04605263157894736,0.5062430437149774,97
mt5,10,nqc,2,0.22,0.11109396483248354,0.28122344734971544,0.08245614035087717,0.23399620258604115,97
mt5,10,bertQPP,2,0.22,0.29460465129615343,0.003572079362918637,0.19868421052631577,0.004134656435481796,97
