qid,query,qpp_estimate,parameters,qpp_method
1030303,who is aziz hashim,543.9688187835329,{'k': 8},nqc
1037496,who is rep scalise,68.45216482658964,{'k': 8},nqc
1037798,who is robert gray,34.34395879160023,{'k': 8},nqc
1043135,who killed nicholas ii of russia,70.97700441943262,{'k': 8},nqc
104861,cost of interior concrete flooring,7.788753647773488,{'k': 8},nqc
1051399,who sings monk theme song,17.710082064102657,{'k': 8},nqc
1063750,why did the us volunterilay enter ww1,52.78714520324123,{'k': 8},nqc
1064670,why do hunters pattern their shotguns,604.4287376092421,{'k': 8},nqc
1071750,why is pete rose banned from hall of fame,242.4872690727437,{'k': 8},nqc
1103812,who formed the commonwealth of independent states,27.892092554302693,{'k': 8},nqc
1105792,define geon,38.07054462619834,{'k': 8},nqc
1106007,define visceral,28.308313473856963,{'k': 8},nqc
1106979,define pareto chart in statistics,87.02221642933071,{'k': 8},nqc
1108651,what the best way to get clothes white,98.13854772288491,{'k': 8},nqc
1109707,what medium do radio waves travel through,10.103065750997827,{'k': 8},nqc
1110199,what is wifi vs bluetooth,67.6450476808863,{'k': 8},nqc
1110678,what is the un fao,77.67850797356893,{'k': 8},nqc
1112341,what is the daily life of thai people,37.06352937427975,{'k': 8},nqc
1113256,what is reba mcentire s net worth,330.53102183935795,{'k': 8},nqc
1113437,what is physical description of spruce,40.52825716331132,{'k': 8},nqc
1114646,what is famvir prescribed for,29.94559006977702,{'k': 8},nqc
1114819,what is durable medical equipment consist of,60.97062336045814,{'k': 8},nqc
1115210,what is chaff and flare,386.73137564154297,{'k': 8},nqc
1115776,what is an aml surveillance analyst,132.07150272222864,{'k': 8},nqc
1116380,what is a nonconformity earth science,9.40924783404534,{'k': 8},nqc
1117099,what is a active margin,4.639495156314676,{'k': 8},nqc
1121353,what can you do about discrimination in the workplace in oklahoma city,251.3383590403045,{'k': 8},nqc
1121402,what can contour plowing reduce,27.34931750503793,{'k': 8},nqc
1121709,what are the three percenters,0.049905736382348624,{'k': 8},nqc
