qid,query,qpp_estimate,parameters,qpp_method
1030303,who is aziz hashim,0.0038305052336862046,{'k': 6},nqc
1037496,who is rep scalise,0.00018563756339178076,{'k': 6},nqc
1037798,who is robert gray,0.001267220858074363,{'k': 6},nqc
1043135,who killed nicholas ii of russia,0.000967204160088316,{'k': 6},nqc
104861,cost of interior concrete flooring,8.500808232749937e-05,{'k': 6},nqc
1051399,who sings monk theme song,0.0017469920691685979,{'k': 6},nqc
1063750,why did the us volunterilay enter ww1,0.00034348743064596687,{'k': 6},nqc
1064670,why do hunters pattern their shotguns,0.00441192364273512,{'k': 6},nqc
1071750,why is pete rose banned from hall of fame,0.000296008852707294,{'k': 6},nqc
1103812,who formed the commonwealth of independent states,0.0007695590459122144,{'k': 6},nqc
1105792,define geon,0.0006970556931601149,{'k': 6},nqc
1106007,define visceral,2.0705498052567778e-05,{'k': 6},nqc
1106979,define pareto chart in statistics,0.0007340541172918037,{'k': 6},nqc
1108651,what the best way to get clothes white,0.0032487584645931275,{'k': 6},nqc
1109707,what medium do radio waves travel through,0.0026291841190726447,{'k': 6},nqc
1110199,what is wifi vs bluetooth,0.0008185132718735772,{'k': 6},nqc
1110678,what is the un fao,0.0048904767466587205,{'k': 6},nqc
1112341,what is the daily life of thai people,0.0008704857037485634,{'k': 6},nqc
1113256,what is reba mcentire s net worth,7.454009868582922e-05,{'k': 6},nqc
1113437,what is physical description of spruce,0.00014455736438685895,{'k': 6},nqc
1114646,what is famvir prescribed for,0.0012613459807959402,{'k': 6},nqc
1114819,what is durable medical equipment consist of,0.0001760507896911591,{'k': 6},nqc
1115210,what is chaff and flare,0.005502636021224913,{'k': 6},nqc
1115776,what is an aml surveillance analyst,0.002067952906199522,{'k': 6},nqc
1116380,what is a nonconformity earth science,0.00044186776083145543,{'k': 6},nqc
1117099,what is a active margin,0.0015018921207451096,{'k': 6},nqc
1121353,what can you do about discrimination in the workplace in oklahoma city,0.0015771325130972875,{'k': 6},nqc
1121402,what can contour plowing reduce,0.00016811257186121888,{'k': 6},nqc
1121709,what are the three percenters,0.0012495009151357098,{'k': 6},nqc
1122767,what amino produces carnitine,7.167768564636194e-05,{'k': 6},nqc
1124210,tracheids are part of,0.0007179186852576792,{'k': 6},nqc
1127540,meaning of shebang,0.00043827776237863054,{'k': 6},nqc
1129237,hydrogen is a liquid below what temperature,0.0002647024537879231,{'k': 6},nqc
1131069,how many sons robert kraft has,0.00310104762644978,{'k': 6},nqc
1132532,average annual income data analyst,2.371168496634489e-05,{'k': 6},nqc
1133167,how is the weather in jamaica,2.7206712368747446e-05,{'k': 6},nqc
1133579,how does granulation tissue start,8.235136729350915e-05,{'k': 6},nqc
1136043,difference between a hotel and motel,0.0006135675234557942,{'k': 6},nqc
1136047,difference between a company s strategy and business model is,0.002780109695501699,{'k': 6},nqc
1136962,why did the ancient egyptians call their land kemet or black land,0.0010424161742153314,{'k': 6},nqc
118440,define bmt medical,0.006096808997519748,{'k': 6},nqc
121171,define etruscans,0.0013509220626053435,{'k': 6},nqc
130510,definition declaratory judgment,0.0015252883655964083,{'k': 6},nqc
131843,definition of a sigmet,0.004202641625880003,{'k': 6},nqc
135802,definition of laudable,0.011835664540112914,{'k': 6},nqc
141630,describe how muscles and bones work together to produce movement,0.0002374772025477572,{'k': 6},nqc
146187,difference between a mcdouble and a double cheeseburger,0.00273315213907252,{'k': 6},nqc
148538,difference between rn and bsn,0.00033768969827695596,{'k': 6},nqc
156493,do goldfish grow,0.0005112191134488113,{'k': 6},nqc
156498,do google docs auto save,0.00051847164731981,{'k': 6},nqc
168216,does legionella pneumophila cause pneumonia,0.0007653364810722664,{'k': 6},nqc
169208,does mississippi have an income tax,0.0003011533061683698,{'k': 6},nqc
174463,dog day afternoon meaning,0.00011124808833094331,{'k': 6},nqc
182539,example of monotonic function,0.00018852952395957597,{'k': 6},nqc
183378,exons definition biology,0.00010635916089864623,{'k': 6},nqc
19335,anthropological definition of environment,0.00033283801032738723,{'k': 6},nqc
207786,how are some sharks warm blooded,0.00016300745904097272,{'k': 6},nqc
23849,are naturalization records public information,0.0007387546070370196,{'k': 6},nqc
258062,how long does it take to remove wisdom tooth,0.00010331664616540806,{'k': 6},nqc
264014,how long is life cycle of flea,6.983075417252745e-05,{'k': 6},nqc
324585,how much money do motivational speakers make,0.0018237623019606033,{'k': 6},nqc
330975,how much would it cost to install my own wind turbine,0.0001319100453486046,{'k': 6},nqc
332593,how often to button quail lay eggs,0.0001389898848358775,{'k': 6},nqc
