qid,query,qpp_estimate,parameters,qpp_method
1030303,who is aziz hashim,0.0034514722185948225,{'k': 5},nqc
1037496,who is rep scalise,0.00014168324491928847,{'k': 5},nqc
1037798,who is robert gray,0.0011597342360155688,{'k': 5},nqc
1043135,who killed nicholas ii of russia,0.0009802656809572605,{'k': 5},nqc
104861,cost of interior concrete flooring,8.326412815518302e-05,{'k': 5},nqc
1051399,who sings monk theme song,0.0017582570109312978,{'k': 5},nqc
1063750,why did the us volunterilay enter ww1,7.771811252115945e-05,{'k': 5},nqc
1064670,why do hunters pattern their shotguns,0.0009507165322398779,{'k': 5},nqc
1071750,why is pete rose banned from hall of fame,0.00027529594467011134,{'k': 5},nqc
1103812,who formed the commonwealth of independent states,0.00047703249024905864,{'k': 5},nqc
1105792,define geon,0.0004901298677429264,{'k': 5},nqc
1106007,define visceral,1.397069973677937e-05,{'k': 5},nqc
1106979,define pareto chart in statistics,0.0006427896070595913,{'k': 5},nqc
1108651,what the best way to get clothes white,0.002637790705124287,{'k': 5},nqc
1109707,what medium do radio waves travel through,0.002798215158348302,{'k': 5},nqc
1110199,what is wifi vs bluetooth,0.0005029774861640063,{'k': 5},nqc
1110678,what is the un fao,0.0038070573336266055,{'k': 5},nqc
1112341,what is the daily life of thai people,0.0007117955230803391,{'k': 5},nqc
1113256,what is reba mcentire s net worth,6.240461417441298e-05,{'k': 5},nqc
1113437,what is physical description of spruce,0.00011996728951792743,{'k': 5},nqc
1114646,what is famvir prescribed for,0.0009043107006873397,{'k': 5},nqc
1114819,what is durable medical equipment consist of,0.00015377500140004196,{'k': 5},nqc
1115210,what is chaff and flare,0.004892982033663261,{'k': 5},nqc
1115776,what is an aml surveillance analyst,0.0019649242159301577,{'k': 5},nqc
1116380,what is a nonconformity earth science,0.00021088894430573192,{'k': 5},nqc
1117099,what is a active margin,0.0016033090672001864,{'k': 5},nqc
1121353,what can you do about discrimination in the workplace in oklahoma city,0.00149262626970878,{'k': 5},nqc
1121402,what can contour plowing reduce,0.00017423879547669133,{'k': 5},nqc
1121709,what are the three percenters,0.0008971853644456497,{'k': 5},nqc
1122767,what amino produces carnitine,6.880101676775406e-05,{'k': 5},nqc
1124210,tracheids are part of,0.0006491117704094355,{'k': 5},nqc
1127540,meaning of shebang,0.00035331481666696227,{'k': 5},nqc
1129237,hydrogen is a liquid below what temperature,0.00025984868257479304,{'k': 5},nqc
1131069,how many sons robert kraft has,0.0026162274602471686,{'k': 5},nqc
1132532,average annual income data analyst,1.3981967561063182e-05,{'k': 5},nqc
1133167,how is the weather in jamaica,2.427628777197293e-05,{'k': 5},nqc
1133579,how does granulation tissue start,8.62272321859016e-05,{'k': 5},nqc
1136043,difference between a hotel and motel,0.0005068116854754056,{'k': 5},nqc
1136047,difference between a company s strategy and business model is,0.0028261856472244816,{'k': 5},nqc
1136962,why did the ancient egyptians call their land kemet or black land,0.0006478265718273764,{'k': 5},nqc
118440,define bmt medical,0.006281307686830344,{'k': 5},nqc
121171,define etruscans,0.0014363844807038317,{'k': 5},nqc
130510,definition declaratory judgment,0.0006843493857169288,{'k': 5},nqc
131843,definition of a sigmet,0.0021153969665766567,{'k': 5},nqc
135802,definition of laudable,0.005567500966700727,{'k': 5},nqc
141630,describe how muscles and bones work together to produce movement,0.00019651303312254737,{'k': 5},nqc
146187,difference between a mcdouble and a double cheeseburger,0.001819683447539815,{'k': 5},nqc
148538,difference between rn and bsn,0.0003140092405874957,{'k': 5},nqc
156493,do goldfish grow,0.00043581520682508623,{'k': 5},nqc
156498,do google docs auto save,0.0005005391620713412,{'k': 5},nqc
168216,does legionella pneumophila cause pneumonia,0.0006688914716079248,{'k': 5},nqc
169208,does mississippi have an income tax,0.0002844796544942764,{'k': 5},nqc
174463,dog day afternoon meaning,0.00010876701021911727,{'k': 5},nqc
182539,example of monotonic function,0.0001701378469617729,{'k': 5},nqc
183378,exons definition biology,2.6326203826289578e-05,{'k': 5},nqc
19335,anthropological definition of environment,0.0002946879833772764,{'k': 5},nqc
207786,how are some sharks warm blooded,0.00015847321783354397,{'k': 5},nqc
23849,are naturalization records public information,0.0007224626630843705,{'k': 5},nqc
258062,how long does it take to remove wisdom tooth,7.109953645449331e-05,{'k': 5},nqc
264014,how long is life cycle of flea,6.419336388521662e-05,{'k': 5},nqc
324585,how much money do motivational speakers make,0.0017210953038760291,{'k': 5},nqc
330975,how much would it cost to install my own wind turbine,8.155541982886414e-05,{'k': 5},nqc
332593,how often to button quail lay eggs,0.00012303149312273693,{'k': 5},nqc
336901,how old is vanessa redgrave,0.004176739244372733,{'k': 5},nqc
359349,how to find the midsegment of a trapezoid,0.0001801117963468715,{'k': 5},nqc
390360,ia suffix meaning,0.0013418741607891323,{'k': 5},nqc
405163,is caffeine an narcotic,0.0001533989264124209,{'k': 5},nqc
405717,is cdg airport in main paris,0.0007028595987476131,{'k': 5},nqc
42255,average salary for dental hygienist in nebraska,0.0024063255376358082,{'k': 5},nqc
443396,lps laws definition,0.0020170043704625345,{'k': 5},nqc
451602,medicare s definition of mechanical ventilation,0.0004915432980921982,{'k': 5},nqc
47210,average wedding dress alteration cost,6.38406641050544e-05,{'k': 5},nqc
47923,axon terminals or synaptic knob definition,3.6630698076558486e-05,{'k': 5},nqc
489204,right pelvic pain causes,7.3824987563242715e-06,{'k': 5},nqc
490595,rsa definition key,3.5803757529439536e-05,{'k': 5},nqc
527433,types of dysarthria from cerebral palsy,0.0031448549339655302,{'k': 5},nqc
555530,what are best foods to lower cholesterol,0.0002069300093432142,{'k': 5},nqc
573724,what are the social determinants of health,0.00012044569680501442,{'k': 5},nqc
583468,what carvedilol used for,4.528829182510729e-05,{'k': 5},nqc
640502,what does it mean if your tsh is low,5.65769519715275e-05,{'k': 5},nqc
67316,can fever cause miscarriage early pregnancy,0.000614884055354155,{'k': 5},nqc
673670,what is a alm,0.0001623638890236375,{'k': 5},nqc
701453,what is a statutory deed,9.298880503282055e-05,{'k': 5},nqc
730539,what is chronometer who invented it,0.0012233324074159566,{'k': 5},nqc
768208,what is mamey,0.000944380130592016,{'k': 5},nqc
833860,what is the most popular food in switzerland,0.00018497605327844733,{'k': 5},nqc
855410,what is theraderm used for,0.0031678114508540875,{'k': 5},nqc
87181,causes of left ventricular hypertrophy,6.399949518771857e-05,{'k': 5},nqc
87452,causes of military suicide,0.00014482746423011405,{'k': 5},nqc
877809,what metal are hip replacements made of,0.00028957154175619375,{'k': 5},nqc
911232,what type of conflict does della face in o henry the gift of the magi,0.00935347083432491,{'k': 5},nqc
914916,what type of tissue are bronchioles,1.8226265404651084e-05,{'k': 5},nqc
915593,what types of food can you cook sous vide,0.0013093814529598637,{'k': 5},nqc
938400,when did family feud come out,0.0013932385579564278,{'k': 5},nqc
940547,when did rock n roll begin,0.0003560876346022817,{'k': 5},nqc
962179,when was the salvation army founded,0.0006863443961102336,{'k': 5},nqc
997622,where is the show shameless filmed,0.00019571039796247502,{'k': 5},nqc
1030303,who is aziz hashim,0.88574195,{'position': 0},maxScore
1037496,who is rep scalise,0.8886156,{'position': 0},maxScore
1037798,who is robert gray,0.86032355,{'position': 0},maxScore
1043135,who killed nicholas ii of russia,0.8900659,{'position': 0},maxScore
104861,cost of interior concrete flooring,0.9065757,{'position': 0},maxScore
1051399,who sings monk theme song,0.90225136,{'position': 0},maxScore
1063750,why did the us volunterilay enter ww1,0.8888843,{'position': 0},maxScore
1064670,why do hunters pattern their shotguns,0.9116752,{'position': 0},maxScore
1071750,why is pete rose banned from hall of fame,0.8956197,{'position': 0},maxScore
1103812,who formed the commonwealth of independent states,0.88255537,{'position': 0},maxScore
1105792,define geon,0.9253844,{'position': 0},maxScore
1106007,define visceral,0.92711353,{'position': 0},maxScore
1106979,define pareto chart in statistics,0.92113554,{'position': 0},maxScore
1108651,what the best way to get clothes white,0.89646894,{'position': 0},maxScore
1109707,what medium do radio waves travel through,0.9162278,{'position': 0},maxScore
1110199,what is wifi vs bluetooth,0.90709746,{'position': 0},maxScore
1110678,what is the un fao,0.9131098,{'position': 0},maxScore
1112341,what is the daily life of thai people,0.879508,{'position': 0},maxScore
1113256,what is reba mcentire s net worth,0.9380017,{'position': 0},maxScore
1113437,what is physical description of spruce,0.8609891,{'position': 0},maxScore
1114646,what is famvir prescribed for,0.9104624,{'position': 0},maxScore
1114819,what is durable medical equipment consist of,0.9196477,{'position': 0},maxScore
1115210,what is chaff and flare,0.9027575,{'position': 0},maxScore
1115776,what is an aml surveillance analyst,0.8951018,{'position': 0},maxScore
1116380,what is a nonconformity earth science,0.9033421,{'position': 0},maxScore
1117099,what is a active margin,0.88716495,{'position': 0},maxScore
1121353,what can you do about discrimination in the workplace in oklahoma city,0.8774166,{'position': 0},maxScore
1121402,what can contour plowing reduce,0.91959727,{'position': 0},maxScore
1121709,what are the three percenters,0.8957261,{'position': 0},maxScore
1122767,what amino produces carnitine,0.8927201,{'position': 0},maxScore
1124210,tracheids are part of,0.8951566,{'position': 0},maxScore
1127540,meaning of shebang,0.92897654,{'position': 0},maxScore
1129237,hydrogen is a liquid below what temperature,0.91719425,{'position': 0},maxScore
1131069,how many sons robert kraft has,0.9131757,{'position': 0},maxScore
1132532,average annual income data analyst,0.89699703,{'position': 0},maxScore
1133167,how is the weather in jamaica,0.9132899,{'position': 0},maxScore
1133579,how does granulation tissue start,0.8964974,{'position': 0},maxScore
1136043,difference between a hotel and motel,0.90062004,{'position': 0},maxScore
1136047,difference between a company s strategy and business model is,0.9271732,{'position': 0},maxScore
1136962,why did the ancient egyptians call their land kemet or black land,0.930016,{'position': 0},maxScore
118440,define bmt medical,0.930367,{'position': 0},maxScore
121171,define etruscans,0.9049377,{'position': 0},maxScore
130510,definition declaratory judgment,0.93881345,{'position': 0},maxScore
131843,definition of a sigmet,0.90813214,{'position': 0},maxScore
135802,definition of laudable,0.9350034,{'position': 0},maxScore
141630,describe how muscles and bones work together to produce movement,0.90927505,{'position': 0},maxScore
146187,difference between a mcdouble and a double cheeseburger,0.92667454,{'position': 0},maxScore
148538,difference between rn and bsn,0.92261505,{'position': 0},maxScore
156493,do goldfish grow,0.9099549,{'position': 0},maxScore
156498,do google docs auto save,0.8985746,{'position': 0},maxScore
168216,does legionella pneumophila cause pneumonia,0.92539775,{'position': 0},maxScore
169208,does mississippi have an income tax,0.9117502,{'position': 0},maxScore
174463,dog day afternoon meaning,0.8816843,{'position': 0},maxScore
182539,example of monotonic function,0.89760244,{'position': 0},maxScore
183378,exons definition biology,0.91300106,{'position': 0},maxScore
19335,anthropological definition of environment,0.8973985,{'position': 0},maxScore
207786,how are some sharks warm blooded,0.89995986,{'position': 0},maxScore
23849,are naturalization records public information,0.88938814,{'position': 0},maxScore
258062,how long does it take to remove wisdom tooth,0.92674005,{'position': 0},maxScore
264014,how long is life cycle of flea,0.93612945,{'position': 0},maxScore
324585,how much money do motivational speakers make,0.93263215,{'position': 0},maxScore
330975,how much would it cost to install my own wind turbine,0.9135531,{'position': 0},maxScore
332593,how often to button quail lay eggs,0.9169051,{'position': 0},maxScore
336901,how old is vanessa redgrave,0.8944465,{'position': 0},maxScore
359349,how to find the midsegment of a trapezoid,0.9254008,{'position': 0},maxScore
390360,ia suffix meaning,0.9091873,{'position': 0},maxScore
405163,is caffeine an narcotic,0.8848124,{'position': 0},maxScore
405717,is cdg airport in main paris,0.9142946,{'position': 0},maxScore
42255,average salary for dental hygienist in nebraska,0.9531319,{'position': 0},maxScore
443396,lps laws definition,0.9002811,{'position': 0},maxScore
451602,medicare s definition of mechanical ventilation,0.8870094,{'position': 0},maxScore
47210,average wedding dress alteration cost,0.9534352,{'position': 0},maxScore
47923,axon terminals or synaptic knob definition,0.9219804,{'position': 0},maxScore
489204,right pelvic pain causes,0.899789,{'position': 0},maxScore
490595,rsa definition key,0.902133,{'position': 0},maxScore
527433,types of dysarthria from cerebral palsy,0.9356551,{'position': 0},maxScore
555530,what are best foods to lower cholesterol,0.91661644,{'position': 0},maxScore
573724,what are the social determinants of health,0.9403478,{'position': 0},maxScore
583468,what carvedilol used for,0.9308678,{'position': 0},maxScore
640502,what does it mean if your tsh is low,0.9208801,{'position': 0},maxScore
67316,can fever cause miscarriage early pregnancy,0.9047283,{'position': 0},maxScore
673670,what is a alm,0.89510775,{'position': 0},maxScore
701453,what is a statutory deed,0.9114529,{'position': 0},maxScore
730539,what is chronometer who invented it,0.90717375,{'position': 0},maxScore
768208,what is mamey,0.8693566,{'position': 0},maxScore
833860,what is the most popular food in switzerland,0.89523655,{'position': 0},maxScore
855410,what is theraderm used for,0.8919438,{'position': 0},maxScore
87181,causes of left ventricular hypertrophy,0.923386,{'position': 0},maxScore
87452,causes of military suicide,0.9027087,{'position': 0},maxScore
877809,what metal are hip replacements made of,0.9121446,{'position': 0},maxScore
911232,what type of conflict does della face in o henry the gift of the magi,0.8947496,{'position': 0},maxScore
914916,what type of tissue are bronchioles,0.899421,{'position': 0},maxScore
915593,what types of food can you cook sous vide,0.9289945,{'position': 0},maxScore
938400,when did family feud come out,0.90473044,{'position': 0},maxScore
940547,when did rock n roll begin,0.89266276,{'position': 0},maxScore
962179,when was the salvation army founded,0.90048075,{'position': 0},maxScore
997622,where is the show shameless filmed,0.9021224,{'position': 0},maxScore
1030303,who is aziz hashim,2608.79296875,{'k': 5},spatial
1037496,who is rep scalise,2807.60400390625,{'k': 5},spatial
1037798,who is robert gray,2536.39599609375,{'k': 5},spatial
1043135,who killed nicholas ii of russia,2640.826171875,{'k': 5},spatial
104861,cost of interior concrete flooring,2853.815673828125,{'k': 5},spatial
1051399,who sings monk theme song,2767.263916015625,{'k': 5},spatial
1063750,why did the us volunterilay enter ww1,2936.2275390625,{'k': 5},spatial
1064670,why do hunters pattern their shotguns,2777.224853515625,{'k': 5},spatial
1071750,why is pete rose banned from hall of fame,2732.58544921875,{'k': 5},spatial
1103812,who formed the commonwealth of independent states,2714.451171875,{'k': 5},spatial
1105792,define geon,2861.18310546875,{'k': 5},spatial
1106007,define visceral,3070.41943359375,{'k': 5},spatial
1106979,define pareto chart in statistics,2905.60302734375,{'k': 5},spatial
1108651,what the best way to get clothes white,2660.1552734375,{'k': 5},spatial
1109707,what medium do radio waves travel through,2732.681640625,{'k': 5},spatial
1110199,what is wifi vs bluetooth,2774.1318359375,{'k': 5},spatial
1110678,what is the un fao,2700.447998046875,{'k': 5},spatial
1112341,what is the daily life of thai people,2631.34326171875,{'k': 5},spatial
1113256,what is reba mcentire s net worth,3087.15966796875,{'k': 5},spatial
1113437,what is physical description of spruce,2645.41015625,{'k': 5},spatial
1114646,what is famvir prescribed for,2903.7607421875,{'k': 5},spatial
1114819,what is durable medical equipment consist of,2862.73486328125,{'k': 5},spatial
1115210,what is chaff and flare,2608.353271484375,{'k': 5},spatial
1115776,what is an aml surveillance analyst,2690.888671875,{'k': 5},spatial
1116380,what is a nonconformity earth science,2880.052490234375,{'k': 5},spatial
1117099,what is a active margin,2709.4716796875,{'k': 5},spatial
1121353,what can you do about discrimination in the workplace in oklahoma city,2716.916015625,{'k': 5},spatial
1121402,what can contour plowing reduce,2914.177978515625,{'k': 5},spatial
1121709,what are the three percenters,2660.040283203125,{'k': 5},spatial
1122767,what amino produces carnitine,2751.988525390625,{'k': 5},spatial
1124210,tracheids are part of,2768.31591796875,{'k': 5},spatial
1127540,meaning of shebang,2957.7001953125,{'k': 5},spatial
1129237,hydrogen is a liquid below what temperature,2762.886962890625,{'k': 5},spatial
1131069,how many sons robert kraft has,2740.2353515625,{'k': 5},spatial
1132532,average annual income data analyst,3017.966796875,{'k': 5},spatial
1133167,how is the weather in jamaica,2936.880615234375,{'k': 5},spatial
1133579,how does granulation tissue start,2774.34716796875,{'k': 5},spatial
1136043,difference between a hotel and motel,2806.57666015625,{'k': 5},spatial
1136047,difference between a company s strategy and business model is,2846.57421875,{'k': 5},spatial
1136962,why did the ancient egyptians call their land kemet or black land,2984.1787109375,{'k': 5},spatial
118440,define bmt medical,2743.81982421875,{'k': 5},spatial
121171,define etruscans,2688.97314453125,{'k': 5},spatial
130510,definition declaratory judgment,2891.353515625,{'k': 5},spatial
131843,definition of a sigmet,2998.9560546875,{'k': 5},spatial
135802,definition of laudable,2932.158203125,{'k': 5},spatial
141630,describe how muscles and bones work together to produce movement,2870.1083984375,{'k': 5},spatial
146187,difference between a mcdouble and a double cheeseburger,2798.8359375,{'k': 5},spatial
148538,difference between rn and bsn,2970.721435546875,{'k': 5},spatial
156493,do goldfish grow,2819.48095703125,{'k': 5},spatial
156498,do google docs auto save,2725.42822265625,{'k': 5},spatial
168216,does legionella pneumophila cause pneumonia,2873.62744140625,{'k': 5},spatial
169208,does mississippi have an income tax,2807.136474609375,{'k': 5},spatial
174463,dog day afternoon meaning,2695.2412109375,{'k': 5},spatial
182539,example of monotonic function,2773.10205078125,{'k': 5},spatial
183378,exons definition biology,3049.6337890625,{'k': 5},spatial
19335,anthropological definition of environment,2811.711669921875,{'k': 5},spatial
207786,how are some sharks warm blooded,2792.38525390625,{'k': 5},spatial
23849,are naturalization records public information,2615.02197265625,{'k': 5},spatial
258062,how long does it take to remove wisdom tooth,2934.94482421875,{'k': 5},spatial
264014,how long is life cycle of flea,2930.602294921875,{'k': 5},spatial
324585,how much money do motivational speakers make,2903.16845703125,{'k': 5},spatial
330975,how much would it cost to install my own wind turbine,2897.764892578125,{'k': 5},spatial
332593,how often to button quail lay eggs,2766.127685546875,{'k': 5},spatial
336901,how old is vanessa redgrave,2621.03662109375,{'k': 5},spatial
359349,how to find the midsegment of a trapezoid,2967.906982421875,{'k': 5},spatial
390360,ia suffix meaning,2705.521484375,{'k': 5},spatial
405163,is caffeine an narcotic,2753.455078125,{'k': 5},spatial
405717,is cdg airport in main paris,2848.6123046875,{'k': 5},spatial
42255,average salary for dental hygienist in nebraska,2943.763427734375,{'k': 5},spatial
443396,lps laws definition,2616.54638671875,{'k': 5},spatial
451602,medicare s definition of mechanical ventilation,2787.36865234375,{'k': 5},spatial
47210,average wedding dress alteration cost,3240.439453125,{'k': 5},spatial
47923,axon terminals or synaptic knob definition,2848.78125,{'k': 5},spatial
489204,right pelvic pain causes,2756.36474609375,{'k': 5},spatial
490595,rsa definition key,2844.4775390625,{'k': 5},spatial
527433,types of dysarthria from cerebral palsy,2818.479736328125,{'k': 5},spatial
555530,what are best foods to lower cholesterol,2824.90185546875,{'k': 5},spatial
573724,what are the social determinants of health,2927.97705078125,{'k': 5},spatial
583468,what carvedilol used for,3118.1337890625,{'k': 5},spatial
640502,what does it mean if your tsh is low,2935.947265625,{'k': 5},spatial
67316,can fever cause miscarriage early pregnancy,2704.331787109375,{'k': 5},spatial
673670,what is a alm,2755.7744140625,{'k': 5},spatial
701453,what is a statutory deed,2881.03564453125,{'k': 5},spatial
730539,what is chronometer who invented it,2772.713134765625,{'k': 5},spatial
768208,what is mamey,2614.44677734375,{'k': 5},spatial
833860,what is the most popular food in switzerland,2736.1064453125,{'k': 5},spatial
855410,what is theraderm used for,2599.96044921875,{'k': 5},spatial
87181,causes of left ventricular hypertrophy,2915.720703125,{'k': 5},spatial
87452,causes of military suicide,3021.33154296875,{'k': 5},spatial
877809,what metal are hip replacements made of,2829.7060546875,{'k': 5},spatial
911232,what type of conflict does della face in o henry the gift of the magi,2672.0537109375,{'k': 5},spatial
914916,what type of tissue are bronchioles,2823.047607421875,{'k': 5},spatial
915593,what types of food can you cook sous vide,2797.6962890625,{'k': 5},spatial
938400,when did family feud come out,2809.7001953125,{'k': 5},spatial
940547,when did rock n roll begin,2865.823974609375,{'k': 5},spatial
962179,when was the salvation army founded,2828.12548828125,{'k': 5},spatial
997622,where is the show shameless filmed,2813.042236328125,{'k': 5},spatial
1030303,who is aziz hashim,1.0996374965124789,"{'k': 50, 'ratio': 0.1}",a_ratio
1037496,who is rep scalise,1.0755036375384168,"{'k': 50, 'ratio': 0.1}",a_ratio
1037798,who is robert gray,1.045475962928839,"{'k': 50, 'ratio': 0.1}",a_ratio
1043135,who killed nicholas ii of russia,1.0149321295781917,"{'k': 50, 'ratio': 0.1}",a_ratio
104861,cost of interior concrete flooring,1.0163503079540115,"{'k': 50, 'ratio': 0.1}",a_ratio
1051399,who sings monk theme song,1.1025740622966949,"{'k': 50, 'ratio': 0.1}",a_ratio
1063750,why did the us volunterilay enter ww1,1.0616479541619115,"{'k': 50, 'ratio': 0.1}",a_ratio
1064670,why do hunters pattern their shotguns,1.1163689335861335,"{'k': 50, 'ratio': 0.1}",a_ratio
1071750,why is pete rose banned from hall of fame,1.0800685869674034,"{'k': 50, 'ratio': 0.1}",a_ratio
1103812,who formed the commonwealth of independent states,1.1041908701130352,"{'k': 50, 'ratio': 0.1}",a_ratio
1105792,define geon,1.1324074114803668,"{'k': 50, 'ratio': 0.1}",a_ratio
1106007,define visceral,1.0869116480450103,"{'k': 50, 'ratio': 0.1}",a_ratio
1106979,define pareto chart in statistics,1.1110070577785522,"{'k': 50, 'ratio': 0.1}",a_ratio
1108651,what the best way to get clothes white,1.052705173678713,"{'k': 50, 'ratio': 0.1}",a_ratio
1109707,what medium do radio waves travel through,1.0274433854709175,"{'k': 50, 'ratio': 0.1}",a_ratio
