qid,query,qpp_estimate,parameters,qpp_method
1030303,who is aziz hashim,0.0012357084542894115,{'k': 2},nqc
1037496,who is rep scalise,3.1060836794441564e-07,{'k': 2},nqc
1037798,who is robert gray,0.0007536732095371702,{'k': 2},nqc
1043135,who killed nicholas ii of russia,0.0005449730505443632,{'k': 2},nqc
104861,cost of interior concrete flooring,2.914390389887174e-05,{'k': 2},nqc
1051399,who sings monk theme song,6.051088595224891e-06,{'k': 2},nqc
1063750,why did the us volunterilay enter ww1,5.048171648432104e-06,{'k': 2},nqc
1064670,why do hunters pattern their shotguns,0.0001351974349900866,{'k': 2},nqc
1071750,why is pete rose banned from hall of fame,3.1315800873720946e-05,{'k': 2},nqc
1103812,who formed the commonwealth of independent states,0.0003912533619456303,{'k': 2},nqc
1105792,define geon,7.820290715359182e-05,{'k': 2},nqc
1106007,define visceral,7.908266218148217e-07,{'k': 2},nqc
1106979,define pareto chart in statistics,5.349679300747824e-05,{'k': 2},nqc
1108651,what the best way to get clothes white,0.00015779374945480468,{'k': 2},nqc
1109707,what medium do radio waves travel through,0.0019172631005691845,{'k': 2},nqc
1110199,what is wifi vs bluetooth,0.00040015785912827584,{'k': 2},nqc
1110678,what is the un fao,0.0004536758605499473,{'k': 2},nqc
1112341,what is the daily life of thai people,0.00032514110146488595,{'k': 2},nqc
1113256,what is reba mcentire s net worth,3.231299901407436e-05,{'k': 2},nqc
1113437,what is physical description of spruce,0.00011140552647408993,{'k': 2},nqc
1114646,what is famvir prescribed for,1.4853342889508452e-05,{'k': 2},nqc
1114819,what is durable medical equipment consist of,1.3483972784658107e-05,{'k': 2},nqc
1115210,what is chaff and flare,0.0048481542181194655,{'k': 2},nqc
1115776,what is an aml surveillance analyst,1.744643653412923e-05,{'k': 2},nqc
1116380,what is a nonconformity earth science,1.4477278236382383e-05,{'k': 2},nqc
1117099,what is a active margin,0.0006926488754690886,{'k': 2},nqc
1121353,what can you do about discrimination in the workplace in oklahoma city,4.8297053721464236e-05,{'k': 2},nqc
1121402,what can contour plowing reduce,5.240811381583783e-05,{'k': 2},nqc
1121709,what are the three percenters,0.00016880073510060946,{'k': 2},nqc
1122767,what amino produces carnitine,3.493130410735815e-06,{'k': 2},nqc
1124210,tracheids are part of,9.610155054278514e-05,{'k': 2},nqc
1127540,meaning of shebang,0.0004559112568495394,{'k': 2},nqc
1129237,hydrogen is a liquid below what temperature,0.0002358472519553398,{'k': 2},nqc
1131069,how many sons robert kraft has,0.0002826886593650712,{'k': 2},nqc
1132532,average annual income data analyst,1.9816386896799488e-06,{'k': 2},nqc
1133167,how is the weather in jamaica,9.370281474260882e-09,{'k': 2},nqc
1133579,how does granulation tissue start,6.694361665416383e-05,{'k': 2},nqc
1136043,difference between a hotel and motel,9.794047106722014e-05,{'k': 2},nqc
1136047,difference between a company s strategy and business model is,5.7943171799474275e-05,{'k': 2},nqc
1136962,why did the ancient egyptians call their land kemet or black land,5.9421852782697234e-05,{'k': 2},nqc
118440,define bmt medical,0.0002829626745719008,{'k': 2},nqc
121171,define etruscans,0.0014376390876926532,{'k': 2},nqc
130510,definition declaratory judgment,0.00022724315088990817,{'k': 2},nqc
131843,definition of a sigmet,0.002081155971370769,{'k': 2},nqc
135802,definition of laudable,5.3116239074392234e-08,{'k': 2},nqc
141630,describe how muscles and bones work together to produce movement,2.5405426049042588e-05,{'k': 2},nqc
146187,difference between a mcdouble and a double cheeseburger,3.819063584847471e-05,{'k': 2},nqc
148538,difference between rn and bsn,1.8007391087923567e-05,{'k': 2},nqc
156493,do goldfish grow,8.377457408902607e-05,{'k': 2},nqc
156498,do google docs auto save,5.4204361582269387e-05,{'k': 2},nqc
168216,does legionella pneumophila cause pneumonia,3.774317995775633e-05,{'k': 2},nqc
169208,does mississippi have an income tax,0.00017034675217260774,{'k': 2},nqc
174463,dog day afternoon meaning,4.6872211139423614e-05,{'k': 2},nqc
182539,example of monotonic function,0.00011983463233973315,{'k': 2},nqc
183378,exons definition biology,1.2044457987532823e-05,{'k': 2},nqc
19335,anthropological definition of environment,0.00025286185864630684,{'k': 2},nqc
207786,how are some sharks warm blooded,4.1633478482431214e-05,{'k': 2},nqc
23849,are naturalization records public information,0.00048038298675128117,{'k': 2},nqc
258062,how long does it take to remove wisdom tooth,2.7000477028773076e-05,{'k': 2},nqc
264014,how long is life cycle of flea,3.0183828596167268e-05,{'k': 2},nqc
324585,how much money do motivational speakers make,0.000182886500437376,{'k': 2},nqc
330975,how much would it cost to install my own wind turbine,1.1417996383216478e-06,{'k': 2},nqc
332593,how often to button quail lay eggs,1.2764382103512934e-06,{'k': 2},nqc
336901,how old is vanessa redgrave,2.5786545964697785e-05,{'k': 2},nqc
359349,how to find the midsegment of a trapezoid,6.550045980778789e-07,{'k': 2},nqc
390360,ia suffix meaning,7.324756580477233e-07,{'k': 2},nqc
405163,is caffeine an narcotic,0.00012482118691855456,{'k': 2},nqc
405717,is cdg airport in main paris,0.0005901873535704485,{'k': 2},nqc
42255,average salary for dental hygienist in nebraska,1.687843775330038e-06,{'k': 2},nqc
443396,lps laws definition,0.0020209191089082305,{'k': 2},nqc
451602,medicare s definition of mechanical ventilation,0.0001401422038227546,{'k': 2},nqc
47210,average wedding dress alteration cost,2.632991726058203e-06,{'k': 2},nqc
47923,axon terminals or synaptic knob definition,3.067011180937048e-05,{'k': 2},nqc
489204,right pelvic pain causes,5.166575523291839e-07,{'k': 2},nqc
490595,rsa definition key,8.369451128264696e-06,{'k': 2},nqc
527433,types of dysarthria from cerebral palsy,0.00426075650587727,{'k': 2},nqc
555530,what are best foods to lower cholesterol,0.0001353192751848964,{'k': 2},nqc
573724,what are the social determinants of health,0.00015225797240449185,{'k': 2},nqc
583468,what carvedilol used for,1.5045427473005649e-06,{'k': 2},nqc
640502,what does it mean if your tsh is low,2.920167493798233e-06,{'k': 2},nqc
67316,can fever cause miscarriage early pregnancy,3.560106052621004e-05,{'k': 2},nqc
673670,what is a alm,0.00010980932733880804,{'k': 2},nqc
701453,what is a statutory deed,9.466483131490995e-05,{'k': 2},nqc
730539,what is chronometer who invented it,0.0006305031278078251,{'k': 2},nqc
768208,what is mamey,1.0963225929055813e-06,{'k': 2},nqc
833860,what is the most popular food in switzerland,4.947355919306005e-05,{'k': 2},nqc
855410,what is theraderm used for,0.003330782336670384,{'k': 2},nqc
87181,causes of left ventricular hypertrophy,9.294849069877708e-06,{'k': 2},nqc
87452,causes of military suicide,3.860939855144616e-06,{'k': 2},nqc
877809,what metal are hip replacements made of,0.0002461841467009225,{'k': 2},nqc
911232,what type of conflict does della face in o henry the gift of the magi,0.0014698607415792834,{'k': 2},nqc
914916,what type of tissue are bronchioles,2.209872101809636e-05,{'k': 2},nqc
915593,what types of food can you cook sous vide,0.0003807298862072083,{'k': 2},nqc
938400,when did family feud come out,5.972637958928223e-06,{'k': 2},nqc
940547,when did rock n roll begin,6.62926437350305e-05,{'k': 2},nqc
962179,when was the salvation army founded,1.4686947701397836e-05,{'k': 2},nqc
997622,where is the show shameless filmed,6.532509312213006e-06,{'k': 2},nqc
1030303,who is aziz hashim,0.88574195,{'position': 0},maxScore
1037496,who is rep scalise,0.8886156,{'position': 0},maxScore
1037798,who is robert gray,0.86032355,{'position': 0},maxScore
1043135,who killed nicholas ii of russia,0.8900659,{'position': 0},maxScore
104861,cost of interior concrete flooring,0.9065757,{'position': 0},maxScore
1051399,who sings monk theme song,0.90225136,{'position': 0},maxScore
1063750,why did the us volunterilay enter ww1,0.8888843,{'position': 0},maxScore
1064670,why do hunters pattern their shotguns,0.9116752,{'position': 0},maxScore
1071750,why is pete rose banned from hall of fame,0.8956197,{'position': 0},maxScore
1103812,who formed the commonwealth of independent states,0.88255537,{'position': 0},maxScore
1105792,define geon,0.9253844,{'position': 0},maxScore
1106007,define visceral,0.92711353,{'position': 0},maxScore
1106979,define pareto chart in statistics,0.92113554,{'position': 0},maxScore
1108651,what the best way to get clothes white,0.89646894,{'position': 0},maxScore
1109707,what medium do radio waves travel through,0.9162278,{'position': 0},maxScore
1110199,what is wifi vs bluetooth,0.90709746,{'position': 0},maxScore
1110678,what is the un fao,0.9131098,{'position': 0},maxScore
1112341,what is the daily life of thai people,0.879508,{'position': 0},maxScore
1113256,what is reba mcentire s net worth,0.9380017,{'position': 0},maxScore
1113437,what is physical description of spruce,0.8609891,{'position': 0},maxScore
1114646,what is famvir prescribed for,0.9104624,{'position': 0},maxScore
1114819,what is durable medical equipment consist of,0.9196477,{'position': 0},maxScore
1115210,what is chaff and flare,0.9027575,{'position': 0},maxScore
1115776,what is an aml surveillance analyst,0.8951018,{'position': 0},maxScore
1116380,what is a nonconformity earth science,0.9033421,{'position': 0},maxScore
1117099,what is a active margin,0.88716495,{'position': 0},maxScore
1121353,what can you do about discrimination in the workplace in oklahoma city,0.8774166,{'position': 0},maxScore
1121402,what can contour plowing reduce,0.91959727,{'position': 0},maxScore
1121709,what are the three percenters,0.8957261,{'position': 0},maxScore
1122767,what amino produces carnitine,0.8927201,{'position': 0},maxScore
1124210,tracheids are part of,0.8951566,{'position': 0},maxScore
1127540,meaning of shebang,0.92897654,{'position': 0},maxScore
1129237,hydrogen is a liquid below what temperature,0.91719425,{'position': 0},maxScore
1131069,how many sons robert kraft has,0.9131757,{'position': 0},maxScore
1132532,average annual income data analyst,0.89699703,{'position': 0},maxScore
1133167,how is the weather in jamaica,0.9132899,{'position': 0},maxScore
1133579,how does granulation tissue start,0.8964974,{'position': 0},maxScore
1136043,difference between a hotel and motel,0.90062004,{'position': 0},maxScore
1136047,difference between a company s strategy and business model is,0.9271732,{'position': 0},maxScore
1136962,why did the ancient egyptians call their land kemet or black land,0.930016,{'position': 0},maxScore
118440,define bmt medical,0.930367,{'position': 0},maxScore
121171,define etruscans,0.9049377,{'position': 0},maxScore
130510,definition declaratory judgment,0.93881345,{'position': 0},maxScore
131843,definition of a sigmet,0.90813214,{'position': 0},maxScore
135802,definition of laudable,0.9350034,{'position': 0},maxScore
141630,describe how muscles and bones work together to produce movement,0.90927505,{'position': 0},maxScore
146187,difference between a mcdouble and a double cheeseburger,0.92667454,{'position': 0},maxScore
148538,difference between rn and bsn,0.92261505,{'position': 0},maxScore
156493,do goldfish grow,0.9099549,{'position': 0},maxScore
156498,do google docs auto save,0.8985746,{'position': 0},maxScore
168216,does legionella pneumophila cause pneumonia,0.92539775,{'position': 0},maxScore
169208,does mississippi have an income tax,0.9117502,{'position': 0},maxScore
174463,dog day afternoon meaning,0.8816843,{'position': 0},maxScore
182539,example of monotonic function,0.89760244,{'position': 0},maxScore
183378,exons definition biology,0.91300106,{'position': 0},maxScore
19335,anthropological definition of environment,0.8973985,{'position': 0},maxScore
207786,how are some sharks warm blooded,0.89995986,{'position': 0},maxScore
23849,are naturalization records public information,0.88938814,{'position': 0},maxScore
258062,how long does it take to remove wisdom tooth,0.92674005,{'position': 0},maxScore
